AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_PUBLISHER,PUB_CITATIONS,UPDATED
Sabine Woydt,m~ ê~ ãÉíÉê= ÇÉê=^ ìÑíê~ Öëâä® êìåÖ= îçå= ÉñíÉêåÉå=^ åÄáÉíÉêå= áååÉêÄÉíêáÉÄäáÅÜÉê= tÉáíÉêÄáäÇìåÖëã~≈ å~ ÜãÉå=,2005,['S Woydt '],,,2022-04-20
Sabine Woydt,Sozialpsychologische Grundlagen der Führung,2016,"['U Schirmer', ' S Woydt']", Mitarbeiterführung,,2022-04-20
Sabine Woydt,Individualpsychologische Grundlagen der Führung,2016,"['U Schirmer', ' S Woydt']", Mitarbeiterführung,,2022-04-20
Sabine Woydt,Führung–Erfolgsbeitrag und Legitimation,2016,"['U Schirmer', ' S Woydt']", Mitarbeiterführung,,2022-04-20
Sabine Woydt,Kommunikationspsychologische Grundlagen der Führung,2016,"['U Schirmer', ' S Woydt']", Mitarbeiterführung,,2022-04-20
Sabine Woydt,Soziale Verantwortung der Führungskraft,2016,"['U Schirmer', ' S Woydt']", Mitarbeiterführung,,2022-04-20
Andreas Reichert,[HTML][HTML] Cristae formation—linking ultrastructure and function of mitochondria,2009,"['M Zick', ' R Rabl', ' AS Reichert']",,455.0,2022-04-20
Andreas Reichert,Uniform nomenclature for the mitochondrial contact site and cristae organizing system,2014,"['N Pfanner', ' M van der Laan', ' P Amati', ' RA Capaldi…']", Journal of Cell …,218.0,2022-04-20
Andreas Reichert,[HTML][HTML] Cristae membrane dynamics–a paradigm change,2020,"['AK Kondadi', ' R Anand', ' AS Reichert']", Trends in Cell Biology,30.0,2022-04-20
Andreas Reichert,Nix is a selective autophagy receptor for mitochondrial clearance,2010,"['I Novak', ' V Kirkin', ' DG McEwan', ' J Zhang', ' P Wild…']", EMBO …,1113.0,2022-04-20
Andreas Reichert,Loss-of-function of human PINK1 results in mitochondrial pathology and can be rescued by parkin,2007,"['N Exner', ' B Treske', ' D Paquet', ' K Holmström…']", Journal of …,580.0,2022-04-20
Andreas Reichert,[HTML][HTML] Proteolytic processing of OPA1 links mitochondrial dysfunction to alterations in mitochondrial morphology,2006,['S Duvezin'],Caubet,445.0,2022-04-20
Andreas Reichert,[HTML][HTML] Loss of parkin or PINK1 function increases Drp1-dependent mitochondrial fragmentation,2009,"['AK Lutz', ' N Exner', ' ME Fett', ' JS Schlehe', ' K Kloos…']", Journal of Biological …,430.0,2022-04-20
Andreas Reichert,Dynamic subcompartmentalization of the mitochondrial inner membrane,2006,"['F Vogel', ' C Bornhövd', ' W Neupert…']", The Journal of cell …,407.0,2022-04-20
Andreas Reichert,[HTML][HTML] Mitophagy is triggered by mild oxidative stress in a mitochondrial fission dependent manner,2012,"['M Frank', ' S Duvezin']",Caubet,406.0,2022-04-20
Andreas Reichert,[HTML][HTML] Processing of Mgm1 by the rhomboid-type protease Pcp1 is required for maintenance of mitochondrial morphology and of mitochondrial DNA,2003,"['M Herlan', ' F Vogel', ' C Bornhövd', ' W Neupert…']", Journal of Biological …,402.0,2022-04-20
Andreas Reichert,[HTML][HTML] Parkinson phenotype in aged PINK1-deficient mice is accompanied by progressive mitochondrial dysfunction in absence of neurodegeneration,2009,"['S Gispert', ' F Ricciardi', ' A Kurz', ' M Azizov', ' HH Hoepken…']", PloS one,379.0,2022-04-20
Andreas Reichert,Formation of cristae and crista junctions in mitochondria depends on antagonism between Fcj1 and Su e/g,2009,"['R Rabl', ' V Soubannier', ' R Scholz', ' F Vogel…']", Journal of Cell …,288.0,2022-04-20
Andreas Reichert,Mitochondrion-derived reactive oxygen species lead to enhanced amyloid beta formation,2012,"['K Leuner', ' T Schütt', ' C Kurz', ' SH Eckert…']", Antioxidants & redox …,273.0,2022-04-20
Andreas Reichert,[HTML][HTML] Complexome profiling identifies TMEM126B as a component of the mitochondrial complex I assembly complex,2012,"['H Heide', ' L Bleier', ' M Steger', ' J Ackermann', ' S Dröse…']", Cell metabolism,250.0,2022-04-20
Andreas Reichert,Alternative topogenesis of Mgm1 and mitochondrial morphology depend on ATP and a functional import motor,2004,"['M Herlan', ' C Bornhövd', ' K Hell', ' W Neupert…']", The Journal of cell …,255.0,2022-04-20
Andreas Reichert,OPA1 Processing Reconstituted in Yeast Depends on the Subunit Composition of the m-AAA Protease in Mitochondria,2007,['S Duvezin'],Caubet,201.0,2022-04-20
Andreas Reichert,"Loss of mitochondrial peptidase Clpp leads to infertility, hearing loss plus growth retardation via accumulation of CLPX, mtDNA and inflammatory factors",2013,"['S Gispert', ' D Parganlija', ' M Klinkenberg…']", Human molecular …,150.0,2022-04-20
Andreas Reichert,Mitophagy in yeast is independent of mitochondrial fission and requires the stress response gene WHI2,2011,"['N Mendl', ' A Occhipinti', ' M Müller', ' P Wild…']", Journal of cell …,159.0,2022-04-20
Andreas Reichert,Ag 2 Cu 2 O 3–a catalyst template material for selective electroreduction of CO to C 2+ products,2020,"['N Martić', ' C Reller', ' C Macauley', ' M Löffler…']", Energy & …,30.0,2022-04-20
Andreas Reichert,[HTML][HTML] APOOL is a cardiolipin-binding constituent of the Mitofilin/MINOS protein complex determining cristae morphology in mammalian mitochondria,2013,"['TA Weber', ' S Koob', ' H Heide', ' I Wittig', ' B Head…']", PloS one,140.0,2022-04-20
Andreas Reichert,[HTML][HTML] Contact sites between the outer and inner membrane of mitochondria—role in protein transport,2002,"['AS Reichert', ' W Neupert']",,173.0,2022-04-20
Andreas Reichert,Mitochondriomics or what makes us breathe,2004,"['AS Reichert', ' W Neupert']", Trends in genetics,170.0,2022-04-20
Andreas Reichert,Cristae undergo continuous cycles of membrane remodelling in a MICOS‐dependent manner,2020,"['AK Kondadi', ' R Anand', ' S Hänsch', ' J Urbach', ' T Zobel…']", EMBO …,49.0,2022-04-20
Andreas Reichert,SNCA (α-synuclein)-induced toxicity in yeast cells is dependent on Sir2-mediated mitophagy,2012,['B Sampaio'],Marques,138.0,2022-04-20
Andreas Reichert,Mammalian mitochondria have the innate ability to import tRNAs by a mechanism distinct from protein import,2008,"['MAT Rubio', ' JJ Rinehart', ' B Krett…']", Proceedings of the …,149.0,2022-04-20
Andreas Reichert,From mitochondrial dysfunction to amyloid beta formation: novel insights into the pathogenesis of Alzheimer's disease,2012,"['K Leuner', ' WE Müller', ' AS Reichert']", Molecular neurobiology,135.0,2022-04-20
Andreas Reichert,[HTML][HTML] Mitochondrial membrane potential is dependent on the oligomeric state of F1F0-ATP synthase supracomplexes,2006,"['C Bornhövd', ' F Vogel', ' W Neupert…']", Journal of Biological …,149.0,2022-04-20
Andreas Reichert,Individual cristae within the same mitochondrion display different membrane potentials and are functionally independent,2019,"['DM Wolf', ' M Segawa', ' AK Kondadi', ' R Anand…']", The EMBO …,125.0,2022-04-20
Andreas Reichert,The price of deceptive behavior: Disliking and lying to people who lie to us,2006,"['JM Tyler', ' RS Feldman', ' A Reichert']", Journal of Experimental Social …,142.0,2022-04-20
Andreas Reichert,A new link to mitochondrial impairment in tauopathies,2012,"['KL Schulz', ' A Eckert', ' V Rhein', ' S Mai', ' W Haase…']", Molecular …,110.0,2022-04-20
Andreas Reichert,Impaired quality control of mitochondria: aging from a new perspective,2010,"['TA Weber', ' AS Reichert']", Experimental gerontology,124.0,2022-04-20
Andreas Reichert,The C-terminal domain of Fcj1 is required for formation of crista junctions and interacts with the TOB/SAM complex in mitochondria,2012,"['C Körner', ' M Barrera', ' J Dukanovic', ' K Eydt…']", Molecular biology of …,109.0,2022-04-20
Andreas Reichert,[HTML][HTML] Deceleration of fusion–fission cycles improves mitochondrial quality control during aging,2012,"['MT Figge', ' AS Reichert', ' M Meyer']",,106.0,2022-04-20
Andreas Reichert,Electrochemical Real‐Time Mass Spectrometry (EC‐RTMS): Monitoring Electrochemical Reaction Products in Real Time,2019,"['P Khanipour', ' M Löffler', ' AM Reichert…']", Angewandte …,52.0,2022-04-20
Andreas Reichert,Genetic and structural characterization of the human mitochondrial inner membrane translocase,1999,"['MF Bauer', ' K Gempel', ' AS Reichert', ' GA Rappold…']", Journal of molecular …,129.0,2022-04-20
Andreas Reichert,[HTML][HTML] Mitochondrial dysfunction and decrease in body weight of a transgenic knock-in mouse model for TDP-43,2014,"['C Stribl', ' A Samara', ' D Trümbach', ' R Peis…']", Journal of Biological …,95.0,2022-04-20
Andreas Reichert,[HTML][HTML] SIRT4 interacts with OPA1 and regulates mitochondrial quality control and mitophagy,2017,"['A Lang', ' R Anand', ' S Altinoluk']",,81.0,2022-04-20
Andreas Reichert,[HTML][HTML] Simultaneous impairment of mitochondrial fission and fusion reduces mitophagy and shortens replicative lifespan,2015,"['D Bernhardt', ' M Müller', ' AS Reichert', ' HD Osiewacz']", Scientific reports,87.0,2022-04-20
Andreas Reichert,[HTML][HTML] Distinct roles of the two isoforms of the dynamin-like GTPase Mgm1 in mitochondrial fusion,2009,"['M Zick', ' S Duvezin']",Caubet,99.0,2022-04-20
Andreas Reichert,[HTML][HTML] How to get rid of mitochondria: crosstalk and regulation of multiple mitophagy pathways,2018,"['M Zimmermann', ' AS Reichert']", Biological chemistry,71.0,2022-04-20
Andreas Reichert,[HTML][HTML] Cristae architecture is determined by an interplay of the MICOS complex and the F1FO ATP synthase via Mic27 and Mic10,2017,"['K Eydt', ' KM Davies', ' C Behrendt', ' I Wittig…']", Microbial Cell,66.0,2022-04-20
Andreas Reichert,"Functional interplay between cristae biogenesis, mitochondrial dynamics and mitochondrial DNA integrity",2019,"['AK Kondadi', ' R Anand', ' AS Reichert']", International journal of molecular …,46.0,2022-04-20
Andreas Reichert,Nanotherapy and reactive oxygen species (ROS) in cancer: A novel perspective,2018,"['P Brenneisen', ' AS Reichert']", Antioxidants,49.0,2022-04-20
Andreas Reichert,[HTML][HTML] The non-glycosylated isoform of MIC26 is a constituent of the mammalian MICOS complex and promotes formation of crista junctions,2015,"['S Koob', ' M Barrera', ' R Anand', ' AS Reichert']", Biochimica et Biophysica Acta …,68.0,2022-04-20
Andreas Reichert,[HTML][HTML] Emergence of the mitochondrial reticulum from fission and fusion dynamics,2012,"['VM Sukhorukov', ' D Dikov', ' AS Reichert…']", PLoS computational …,71.0,2022-04-20
Andreas Reichert,[HTML][HTML] Mic13 is essential for formation of crista junctions in mammalian cells,2016,"['R Anand', ' V Strecker', ' J Urbach', ' I Wittig', ' AS Reichert']", PloS one,61.0,2022-04-20
Andreas Reichert,Probing CO2 Reduction Pathways for Copper Catalysis Using an Ionic Liquid as a Chemical Trapping Agent,2020,"['GR Zhang', ' SD Straub', ' LL Shen', ' Y Hermans…']", Angewandte …,19.0,2022-04-20
Andreas Reichert,TigarB causes mitochondrial dysfunction and neuronal loss in PINK1 deficiency,2013,"['LJ Flinn', ' M Keatinge', ' S Bretaud', ' H Mortiboys…']", Annals of …,70.0,2022-04-20
Andreas Reichert,OPA1 functionally interacts with MIC60 but is dispensable for crista junction formation,2016,"['M Barrera', ' S Koob', ' D Dikov', ' F Vogel…']", FEBS letters,56.0,2022-04-20
Andreas Reichert,Metabolic responsiveness to training depends on insulin sensitivity and protein content of exosomes in insulin-resistant males,2021,"['M Apostolopoulou', ' L Mastrototaro', ' S Hartwig…']", Science …,6.0,2022-04-20
Andreas Reichert,[HTML][HTML] The psychopathological and psychosocial outcome of early-onset schizophrenia: preliminary data of a 13-year follow-up,2008,"['A Reichert', ' S Kreiker…']", … and Mental Health,66.0,2022-04-20
Andreas Reichert,Crystal structure of the human CCA-adding enzyme: insights into template-independent polymerization,2003,"['MA Augustin', ' AS Reichert', ' H Betat', ' R Huber…']", Journal of molecular …,84.0,2022-04-20
Andreas Reichert,Linking transport and translation of mRNAs with endosomes and mitochondria,2021,"['K Müntjes', ' SK Devan', ' AS Reichert', ' M Feldbrügge']", EMBO reports,3.0,2022-04-20
Andreas Reichert,[HTML][HTML] Synthetic quantitative array technology identifies the Ubp3-Bre5 deubiquitinase complex as a negative regulator of mitophagy,2015,"['M Müller', ' P Kötter', ' C Behrendt', ' E Walter…']", Cell reports,51.0,2022-04-20
Andreas Reichert,MIC26 and MIC27 cooperate to regulate cardiolipin levels and the landscape of OXPHOS complexes,2020,"['R Anand', ' AK Kondadi', ' J Meisterknecht…']", Life science …,17.0,2022-04-20
Andreas Reichert,Amyloid precursor protein intracellular domain modulates cellular calcium homeostasis and ATP content,2007,"['R Hamid', ' E Kilger', ' M Willem', ' N Vassallo…']", Journal of …,79.0,2022-04-20
Andreas Reichert,[HTML][HTML] Mitophagy and mitochondrial dynamics in Saccharomyces cerevisiae,2015,"['M Müller', ' K Lu', ' AS Reichert']",,44.0,2022-04-20
Andreas Reichert,[HTML][HTML] Mitochondrial targeting adaptation of the hominoid-specific glutamate dehydrogenase driven by positive Darwinian selection,2008,"['L Rosso', ' AC Marques', ' AS Reichert…']", PLoS genetics,65.0,2022-04-20
Andreas Reichert,Rapid single-step affinity purification of HA-tagged plant mitochondria,2020,"['F Kuhnert', ' A Stefanski', ' N Overbeck', ' L Drews…']", Plant …,21.0,2022-04-20
Andreas Reichert,[HTML][HTML] In vitro selective cytotoxicity of the dietary chalcone cardamonin (CD) on melanoma compared to healthy cells is mediated by apoptosis,2019,"['L Berning', ' L Scharf', ' E Aplak', ' D Stucki', ' C von Montfort…']", PLoS …,13.0,2022-04-20
Andreas Reichert,[HTML][HTML] High-throughput screening for natural compound-based autophagy modulators reveals novel chemotherapeutic mode of action for arzanol,2021,"['J Deitersen', ' L Berning', ' F Stuhldreier', ' S Ceccacci…']", Cell death & …,3.0,2022-04-20
Andreas Reichert,[HTML][HTML] Protease OMA1 modulates mitochondrial bioenergetics and ultrastructure through dynamic association with MICOS complex,2021,"['MP Viana', ' RM Levytskyy', ' R Anand', ' AS Reichert…']", Iscience,7.0,2022-04-20
Andreas Reichert,TIM23‐mediated insertion of transmembrane α‐helices into the mitochondrial inner membrane,2011,"['SC Botelho', ' M Österberg', ' AS Reichert…']", The EMBO …,51.0,2022-04-20
Andreas Reichert,[HTML][HTML] Differential Analysis of Saccharomyces cerevisiae Mitochondria by Free Flow Electrophoresis* S,2006,"['H Zischka', ' RJ Braun', ' EP Marantidis…']", Molecular & Cellular …,69.0,2022-04-20
Andreas Reichert,"Mitophagy, mitochondrial dynamics and the general stress response in yeast",2011,"['M Müller', ' AS Reichert']", Biochemical Society Transactions,51.0,2022-04-20
Andreas Reichert,[HTML][HTML] Rapid metabolic and bioenergetic adaptations of astrocytes under hyperammonemia–a novel perspective on hepatic encephalopathy,2021,"['M Zimmermann', ' AS Reichert']", Biological Chemistry,3.0,2022-04-20
Andreas Reichert,Organizing master data management: findings from an expert survey,2010,"['B Otto', ' A Reichert']", Proceedings of the ACM Symposium on …,49.0,2022-04-20
Andreas Reichert,[HTML][HTML] The mycotoxin phomoxanthone A disturbs the form and function of the inner mitochondrial membrane,2018,"['P Böhler', ' F Stuhldreier', ' R Anand', ' AK Kondadi…']", Cell death & …,24.0,2022-04-20
Andreas Reichert,Mrpl36 is important for generation of assembly competent proteins during mitochondrial translation,2009,"['M Prestele', ' F Vogel', ' AS Reichert…']", Molecular biology of …,47.0,2022-04-20
Andreas Reichert,Endogenous carbon monoxide signaling modulates mitochondrial function and intracellular glucose utilization: Impact of the heme oxygenase substrate hemin,2020,"['D Stucki', ' J Steinhausen', ' P Westhoff', ' H Krahl…']", Antioxidants,6.0,2022-04-20
Andreas Reichert,Novel intracellular functions of apolipoproteins: the ApoO protein family as constituents of the Mitofilin/MINOS complex determines cristae morphology in mitochondria,2014,"['S Koob', ' AS Reichert']", Biological chemistry,32.0,2022-04-20
Andreas Reichert,Quality control of mitochondria during aging: is there a good and a bad side of mitochondrial dynamics?,2013,"['MT Figge', ' HD Osiewacz', ' AS Reichert']", Bioessays,36.0,2022-04-20
Andreas Reichert,[HTML][HTML] Hepatic encephalopathy is linked to alterations of autophagic flux in astrocytes,2019,"['K Lu', ' M Zimmermann', ' B Görg', ' HJ Bidmon', ' B Biermann…']", EBioMedicine,12.0,2022-04-20
Andreas Reichert,The relevance of mitochondrial morphology for human disease,2021,"['T Navaratnarajah', ' R Anand', ' AS Reichert…']", … International Journal of …,5.0,2022-04-20
Andreas Reichert,A eubacterial origin for the human tRNA nucleotidyltransferase?,2001,"['AS Reichert', ' DL Thurlow', ' M Mörl ']",,48.0,2022-04-20
Andreas Reichert,Emerging Roles of the MICOS Complex in Cristae Dynamics and Biogenesis,2021,"['R Anand', ' AS Reichert', ' AK Kondadi']", Biology,2.0,2022-04-20
Andreas Reichert,[HTML][HTML] CNP mediated selective toxicity on melanoma cells is accompanied by mitochondrial dysfunction,2020,"['E Aplak', ' C von Montfort', ' L Haasler', ' D Stucki…']", PLoS …,7.0,2022-04-20
Andreas Reichert,Intramembrane proteolysis of Mgm1 by the mitochondrial rhomboid protease is highly promiscuous regarding the sequence of the cleaved hydrophobic segment,2010,"['A Schäfer', ' M Zick', ' J Kief', ' M Steger', ' H Heide…']", Journal of molecular …,41.0,2022-04-20
Andreas Reichert,Controlling quality and amount of mitochondria by mitophagy: insights into the role of ubiquitination and deubiquitination,2016,"['T Tan', ' M Zimmermann', ' AS Reichert']", Biological chemistry,24.0,2022-04-20
Andreas Reichert,Ammonia inhibits energy metabolism in astrocytes in a rapid and glutamate dehydrogenase 2-dependent manner,2020,"['L Drews', ' M Zimmermann', ' P Westhoff…']", Disease models & …,9.0,2022-04-20
Andreas Reichert,Emerging roles of mitochondrial membrane dynamics in health and disease,2009,"['A Schäfer', ' AS Reichert ']",,35.0,2022-04-20
Andreas Reichert,[HTML][HTML] Modulation of oxidative phosphorylation and redox homeostasis in mitochondrial NDUFS4 deficiency via mesenchymal stem cells,2017,"['M Melcher', ' K Danhauser', ' A Seibt', ' Ö Degistirici…']", Stem Cell Research & …,18.0,2022-04-20
Andreas Reichert,Hodgkin and R eed–S ternberg cells of classical H odgkin lymphoma are highly dependent on oxidative phosphorylation,2016,"['K Birkenmeier', ' S Dröse', ' I Wittig…']", … Journal of Cancer,25.0,2022-04-20
Andreas Reichert,[HTML][HTML] Distinct influence of the anthracycline derivative doxorubicin on the differentiation efficacy of mESC-derived endothelial progenitor cells,2020,"['SK Jahn', ' T Hennicke', ' MU Kassack', ' L Drews…']", … et Biophysica Acta (BBA …,4.0,2022-04-20
Andreas Reichert,[HTML][HTML] Processing and editing of overlapping tRNAs in human mitochondria,1998,"['A Reichert', ' U Rothbauer', ' M Mörl']", Journal of Biological Chemistry,62.0,2022-04-20
Andreas Reichert,Subcellular localization and mitotic interactome analyses identify SIRT4 as a centrosomally localized and microtubule associated protein,2020,"['L Bergmann', ' A Lang', ' C Bross', ' S Altinoluk']",,4.0,2022-04-20
Andreas Reichert,Rational design of an anticalin-type sugar-binding protein using a genetically encoded boronate side chain,2017,"['S Edwardraja', ' A Eichinger', ' I Theobald…']", ACS Synthetic …,15.0,2022-04-20
Andreas Reichert,Impaired Hepatic Mitochondrial Capacity in Nonalcoholic Steatohepatitis Associated With Type 2 Diabetes,2022,"['S Gancheva', ' S Kahl', ' D Pesta', ' L Mastrototaro…']", Diabetes …,,2022-04-20
Andreas Reichert,Magnetic Resonance Imaging of Venous Stents at 1.5 T: Susceptibility Artifacts and Radiofrequency Shielding,2020,"['S Reiss', ' AC Özen', ' T Lottner', ' A Reichert…']", Investigative …,4.0,2022-04-20
Andreas Reichert,Repair of tRNAs in metazoan mitochondria,2000,"['AS Reichert', ' M Mörl']", Nucleic acids research,47.0,2022-04-20
Andreas Reichert,Autophagy promotes mitochondrial respiration by providing serine for one-carbon-metabolism,2021,"['R Kumar', ' AS Reichert']", Autophagy,1.0,2022-04-20
Andreas Reichert,How to split up: lessons from mitochondria,2011,"['D Dikov', ' AS Reichert']", The EMBO Journal,25.0,2022-04-20
Andreas Reichert,Use of bimanyl actin derivative (TMB‐actin) for studying complexation of β‐thymosins: Inhibition of actin polymerization by thymosin β9,1993,"['D Heintz', ' A Reichert', ' M Mihelic', ' W Voelter…']", FEBS …,57.0,2022-04-20
Andreas Reichert,Conserved GxxxG and WN motifs of MIC13 are essential for bridging two MICOS subcomplexes,2021,"['J Urbach', ' AK Kondadi', ' C David', ' R Naha…']", … et Biophysica Acta (BBA …,,2022-04-20
Andreas Reichert,Universal parent training as a supplement to inpatient psychiatric treatment for children and adolescents,2016,"['C Schwenck', ' W Schneider', ' A Reichert']", European child & adolescent …,13.0,2022-04-20
Andreas Reichert,Common principles and specific mechanisms of mitophagy from yeast to humans,2021,"['R Kumar', ' AS Reichert']", International Journal of Molecular Sciences,3.0,2022-04-20
Andreas Reichert,[HTML][HTML] Selectively addressing mitochondrial glutathione and thioredoxin redox systems,2019,"['H Sies', ' AS Reichert']", Cell Chemical Biology,5.0,2022-04-20
Andreas Reichert,A reference process model for master data management,2013,"['A Reichert', ' B Otto', ' H Österle ']",,17.0,2022-04-20
Andreas Reichert,Cristae undergo continuous cycles of fusion and fission in a MICOS-dependent manner,2019,"['AK Kondadi', ' R Anand', ' S Hänsch', ' J Urbach', ' T Zobel…']", BioRxiv,8.0,2022-04-20
Andreas Reichert,The sulfoxide of thymosin β4 almost lacks the polymerization‐inhibiting capacity for actin,1994,"['D Heintz', ' A Reichert', ' M MIHELIC‐RAPP…']", European journal of …,22.0,2022-04-20
Andreas Reichert,[HTML][HTML] Identification of Contact Sites in the Actin-Thymosin β4 Complex by Distance-dependent Thiol Cross-linking (∗),1996,"['A Reichert', ' D Heintz', ' H Echner', ' W Voelter…']", Journal of Biological …,25.0,2022-04-20
Andreas Reichert,Optimisation of a system for the co-translational incorporation of a keto amino acid and its application to a tumour-specific Anticalin,2015,"['AJ Reichert', ' G Poxleitner', ' M Dauner…']", … Engineering,11.0,2022-04-20
Andreas Reichert,The Zugspitze radiative closure experiment for quantifying water vapor absorption over the terrestrial and solar infrared–Part 3: Quantification of the mid-and near …,2016,"['A Reichert', ' R Sussmann']", Atmospheric Chemistry and Physics,9.0,2022-04-20
Andreas Reichert,The BH3 mimetic compound BH3I-1 impairs mitochondrial dynamics and promotes stress response in addition to its pro-apoptotic key function,2018,"['D Stucki', ' P Brenneisen', ' AS Reichert', ' W Stahl']", Toxicology letters,5.0,2022-04-20
Andreas Reichert,Passive needle guide tracking with radial acquisition and phase‐only cross‐correlation,2021,"['A Reichert', ' S Reiss', ' AJ Krafft…']", Magnetic Resonance in …,1.0,2022-04-20
Andreas Reichert,GantryMate: a modular MR-compatible assistance system for MR-guided needle interventions,2019,"['A Reichert', ' M Bock', ' M Vogele', ' AJ Krafft']", Tomography,3.0,2022-04-20
Andreas Reichert,Carbon monoxide releasing molecule 401 (CORM-401) modulates phase I metabolism of xenobiotics,2019,"['M Walter', ' W Stahl', ' P Brenneisen', ' AS Reichert…']", Toxicology in Vitro,3.0,2022-04-20
Andreas Reichert,Simultaneous slice excitation for accelerated passive marker tracking via phase-only cross correlation (POCC) in MR-guided needle interventions,2018,"['A Reichert', ' M Bock', ' S Reiss', ' CG Overduin…']", … Resonance Materials in …,5.0,2022-04-20
