AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_TYPE,PUB_PUBLISHER,PUB_ISBN,PUB_DOI,PUB_CITATIONS,UPDATED
Erich Klaus,2.2 Individuelle Ansatzpunkte für ein vertrauensbewusstes Management in Hochschulen,,['E Klaus'],,,,,,2022-04-11
Erich Klaus,Umsetzung des theoretischen Bezugsrahmens in Unternehmensnetzwerken,2002.0,['E Klaus'],, Vertrauen in Unternehmensnetzwerken,,,,2022-04-11
Erich Klaus,Unternehmensnetzwerke als aktuelle Herausforderung für die betriebswirtschaftliche Forschung,2002.0,['E Klaus'],, Vertrauen in Unternehmensnetzwerken,,,,2022-04-11
Erich Klaus,Theoretischer Bezugsrahmen zur Analyse von Vertrauen in Unternehmensnetzwerken,2002.0,['E Klaus'],, Vertrauen in Unternehmensnetzwerken,,,,2022-04-11
Markus Schoor,Das interdisziplinäre Denken und Handeln,2017.0,"['HE Becker', ' M Schoor', ' B Sommer']",, Das Sozialwirtschaftliche Sechseck,,,,2022-04-11
Markus Schoor,Die Rechtliche Orientierung,2017.0,['M Schoor'],, Das Sozialwirtschaftliche Sechseck,,,,2022-04-11
Markus Schoor,Behandlung minderjähriger Patienten,2016.0,['M Schoor'],, Compliance,,,,2022-04-11
Rahel Gugel,[BOOK][B] Das Spannungsverhältnis zwischen Prostitutionsgesetz und Art. 3 II Grundgesetz: eine rechtspolitische Untersuchung,2011.0,['R Gugel '],,,,,6.0,2022-04-11
Rahel Gugel,6. Arbeitsfeld Prostitution: Gewöhnliches Marktgeschehen oder strukturelle Diskriminierung?,2015.0,['R Gugel'],, Band II Jahre Duales Studium. Festschrift,,,,2022-04-11
Marcus Vögtle,Anforderungen an das IPO-Management der Zukunft,2001.0,"['M Wiesmann', ' O Keilhauer', ' M Vögtle']",,,,,1.0,2022-04-11
Marcus Vögtle,[BOOK][B] Pascal für Wirtschaftswissenschaftler: Einführung in die strukturierte Programmierung,2014.0,"['J Gebauer', ' M Vögtle ']",,,,,,2022-04-11
Marcus Vögtle,Pascal für Wirtschaftswissenschaftler,2014.0,"['J Gebauer', ' M Vögtle']",, Pascal für Wirtschaftswissenschaftler,,,,2022-04-11
Martin Kimmig,Safety and efficacy in children of an SQ-standardized grass allergen tablet for sublingual immunotherapy,2009.0,"['A Bufe', ' P Eberle', ' E Franke']",,Beckmann,,,379.0,2022-04-11
Martin Kimmig,A comprehensive classification of craniofacial fractures: postmortem and clinical studies with two-and three-dimensional computed tomography,2002.0,['CH Buitrago'],,Téllez,,,88.0,2022-04-11
Martin Kimmig,Molecular dynamics in perfluoro‐n‐eicosane. I. Solid phase behavior and crystal structures,1991.0,"['H Schwickert', ' G Strobl', ' M Kimmig']",, The Journal of chemical physics,,,88.0,2022-04-11
Martin Kimmig,Real-time interactive virtual endoscopy of the tracheo–bronchial system: influence of CT imaging protocols and observer ability,2000.0,"['K Neumann', ' J Winterer', ' M Kimmig', ' D Burger…']",, European journal of …,,,54.0,2022-04-11
Martin Kimmig,Estimation of the frequency of self-reactive T cells in health and inflammatory diseases by limiting dilution analysis and single cell cloning,1996.0,"['AW Lohse', ' M Dinkelmann', ' M Kimmig', ' J Herkel…']",, Journal of …,,,38.0,2022-04-11
Martin Kimmig,Molecular dynamics in perfluoro‐n‐eicosane. II. Components of disorder,1991.0,"['T Albrecht', ' H Elben', ' R Jaeger', ' M Kimmig…']",, The Journal of …,,,31.0,2022-04-11
Martin Kimmig,Molecular dynamics in perfluoro‐n‐eicosane. IV. Oscillatory and diffusive rotational motion,1993.0,"['M Kimmig', ' R Steiner', ' G Strobl…']",, The Journal of chemical …,,,10.0,2022-04-11
Martin Kimmig,Development of Agricultural Core Commodity Terms-of-Trade and Their Impact on Economic Growth in Selected Third World Countries,1988.0,"['ML Kimmig', ' AR Stilz ']",,,,,,2022-04-11
Martin Kimmig,8 Blended-Learning-Konzept für einen Kurs in Informationsmanagement zur Integration einheitlich strukturierter Module mit mehreren Lehrenden,,"['J Grass', ' M Kimmig']",,,,,,2022-04-11
Barbara Schramkowski,Integration unter Vorbehalt. Perspektiven junger Erwachsener mit Migrationshintergrund.,2007.0,['B Schramkowski '],,,,,43.0,2022-04-11
Barbara Schramkowski,Für mich aber hat dieses Integrationswort mit der Zeit seinen Wert verloren—Perspektiven junger Erwachsener mit Migrationshintergrund,2007.0,['B Schramkowski'],, Jugend,,,28.0,2022-04-11
Barbara Schramkowski,Soziale Arbeit in der Migrationsgesellschaft,2018.0,"['B Blank', ' S Gögercin', ' KE Sauer…']",, Grundlagen–Konzepte …,,,14.0,2022-04-11
Barbara Schramkowski,Alltagsrassismus,2018.0,"['B Schramkowski', ' I Ihring']",, Soziale Arbeit in der Migrationsgesellschaft,,,7.0,2022-04-11
Barbara Schramkowski,Paradoxien des ‚Migrationshintergrundes ',2018.0,['B Schramkowski'],, Soziale Arbeit in der Migrationsgesellschaft,,,9.0,2022-04-11
Barbara Schramkowski,El Impacto de las relaciones próximas con la población autóctona en el desarrollo de la integración: el caso de los jóvenes inmigrantes en Huelva,2008.0,['B Schramkowski'],, Portularia: Revista de Trabajo Social,,,6.0,2022-04-11
Barbara Schramkowski,Mehr Geschlechtergerechtigkeit bei der Besetzung von Führungspositionen,2015.0,"['C Kricheldorff', ' B Schramkowski']",, Sozial Extra,,,3.0,2022-04-11
Barbara Schramkowski,[BOOK][B] Integration durch Mitmachen: FSJ für junge Menschen mit Migrationshintergrund,2012.0,"['M Schmidle', ' B Schramkowski', ' U Slüter ']",,,,,3.0,2022-04-11
Barbara Schramkowski,Junge Menschen mit Migrationshintergrund im Freiwilligen Sozialen Jahr: Barrieren und Möglichkeiten,2013.0,"['N Schirilla', ' B Schramkowski']",, eNewsletter Wegweiser …,,,2.0,2022-04-11
Barbara Schramkowski,Soziale Arbeit in der Migrationsgesellschaft–Eine Einführung,2018.0,"['B Blank', ' S Gögercin', ' KE Sauer…']",, Soziale Arbeit in der …,,,1.0,2022-04-11
Barbara Schramkowski,Handlungsmächtigkeit unter widrigen Bedingungen: Perspektiven junger Geflüchteter auf Spielräume der Lebensgestaltung,2020.0,"['G Köbberling', ' B Schramkowski']",,,,,,2022-04-11
Barbara Schramkowski,Junge Syrer im Bundesfreiwilligendienst,2019.0,"['G Köbberling', ' B Schramkowski']",, Soziale Arbeit,,,,2022-04-11
Barbara Schramkowski,Soziale Landwirtschaft im Kontext Sozialer Arbeit in der Suchthilfe für drogenabhängige Menschen,,"['S Kugel', ' B Schramkowski ']",,,,,,2022-04-11
Barbara Schramkowski,4 Handlungsempfehlungen,,['B Schramkowski'],,,,,,2022-04-11
Barbara Schramkowski,Politische Partizipation junger Menschen mit Migrationshintergrund,2017.0,"['KJ Becker', ' B Schramkowski']",, Soziale Arbeit,,,,2022-04-11
Barbara Schramkowski,"Gesamtgesellschaftlich liegt der Anteil der BevölNerung mit MigrationsY-hintergrund bei 19, 6 Prozent, wobei unter jungen Leuten bis 25 Jahren und somit im Alter …",2012.0,['B Schramkowski'],, Integration durch Mitmachen: FSJ für junge …,,,,2022-04-11
Barbara Schramkowski,"Aber bei den Leuten angenommen zu sein, da fehlt es",2005.0,['B Schramkowski'],, Neue Zuwanderergruppen in Deutschland,,,,2022-04-11
Barbara Schramkowski,junger Erwachsener mit Migrationshintergrund,2007.0,['B Schramkowski'],, … und Migration: Orientierungen im Kontext von …,,,,2022-04-11
Barbara Schramkowski,Integration unter Vorbehalt. Perspektiven junger Erwachsener mit Migrationshintergrund.,2007.0,['B Schramkowski '],,,,,43.0,2022-04-11
Barbara Schramkowski,Für mich aber hat dieses Integrationswort mit der Zeit seinen Wert verloren—Perspektiven junger Erwachsener mit Migrationshintergrund,2007.0,['B Schramkowski'],, Jugend,,,28.0,2022-04-11
Barbara Schramkowski,Soziale Arbeit in der Migrationsgesellschaft,2018.0,"['B Blank', ' S Gögercin', ' KE Sauer…']",, Grundlagen–Konzepte …,,,14.0,2022-04-11
Barbara Schramkowski,Alltagsrassismus,2018.0,"['B Schramkowski', ' I Ihring']",, Soziale Arbeit in der Migrationsgesellschaft,,,7.0,2022-04-11
Barbara Schramkowski,Paradoxien des ‚Migrationshintergrundes ',2018.0,['B Schramkowski'],, Soziale Arbeit in der Migrationsgesellschaft,,,9.0,2022-04-11
Barbara Schramkowski,El Impacto de las relaciones próximas con la población autóctona en el desarrollo de la integración: el caso de los jóvenes inmigrantes en Huelva,2008.0,['B Schramkowski'],, Portularia: Revista de Trabajo Social,,,6.0,2022-04-11
Barbara Schramkowski,Mehr Geschlechtergerechtigkeit bei der Besetzung von Führungspositionen,2015.0,"['C Kricheldorff', ' B Schramkowski']",, Sozial Extra,,,3.0,2022-04-11
Barbara Schramkowski,[BOOK][B] Integration durch Mitmachen: FSJ für junge Menschen mit Migrationshintergrund,2012.0,"['M Schmidle', ' B Schramkowski', ' U Slüter ']",,,,,3.0,2022-04-11
Barbara Schramkowski,Junge Menschen mit Migrationshintergrund im Freiwilligen Sozialen Jahr: Barrieren und Möglichkeiten,2013.0,"['N Schirilla', ' B Schramkowski']",, eNewsletter Wegweiser …,,,2.0,2022-04-11
Barbara Schramkowski,Soziale Arbeit in der Migrationsgesellschaft–Eine Einführung,2018.0,"['B Blank', ' S Gögercin', ' KE Sauer…']",, Soziale Arbeit in der …,,,1.0,2022-04-11
Barbara Schramkowski,Handlungsmächtigkeit unter widrigen Bedingungen: Perspektiven junger Geflüchteter auf Spielräume der Lebensgestaltung,2020.0,"['G Köbberling', ' B Schramkowski']",,,,,,2022-04-11
Barbara Schramkowski,Junge Syrer im Bundesfreiwilligendienst,2019.0,"['G Köbberling', ' B Schramkowski']",, Soziale Arbeit,,,,2022-04-11
Barbara Schramkowski,Soziale Landwirtschaft im Kontext Sozialer Arbeit in der Suchthilfe für drogenabhängige Menschen,,"['S Kugel', ' B Schramkowski ']",,,,,,2022-04-11
Barbara Schramkowski,4 Handlungsempfehlungen,,['B Schramkowski'],,,,,,2022-04-11
Barbara Schramkowski,Politische Partizipation junger Menschen mit Migrationshintergrund,2017.0,"['KJ Becker', ' B Schramkowski']",, Soziale Arbeit,,,,2022-04-11
Barbara Schramkowski,"Gesamtgesellschaftlich liegt der Anteil der BevölNerung mit MigrationsY-hintergrund bei 19, 6 Prozent, wobei unter jungen Leuten bis 25 Jahren und somit im Alter …",2012.0,['B Schramkowski'],, Integration durch Mitmachen: FSJ für junge …,,,,2022-04-11
Barbara Schramkowski,"Aber bei den Leuten angenommen zu sein, da fehlt es",2005.0,['B Schramkowski'],, Neue Zuwanderergruppen in Deutschland,,,,2022-04-11
Barbara Schramkowski,junger Erwachsener mit Migrationshintergrund,2007.0,['B Schramkowski'],, … und Migration: Orientierungen im Kontext von …,,,,2022-04-11
Christina Plafky,From neuroscientific research findings to social work practice: A critical description of the knowledge utilisation process,2016.0,['CS Plafky'],, The British Journal of Social Work,,,8.0,2022-04-11
Christina Plafky,Familien mit Fluchterfahrung im Kontext Sozialer Arbeit,2018.0,['CS Plafky'],, Soziale Arbeit in der Migrationsgesellschaft,,,2.0,2022-04-11
Christina Plafky,Soziale Diagnostik in der justiznahen Sozialen Arbeit,2020.0,['CS Plafky'],, Soziale Diagnostik in den Handlungsfeldern der …,,,,2022-04-11
Christina Plafky,KI-basierte Entscheidungsunterstützung in der Praxis Sozialer Arbeit,2022.0,"['CS Plafky', ' N Kratz', ' A Kuck', ' H Frischhut']",, unsere jugend,,,,2022-04-11
Christina Plafky,Fallanalysen und Entscheidungsfindung im Kinderschutz,2020.0,['CS Plafky'],, unsere jugend,,,,2022-04-11
Christina Plafky,Adressat/inn/enforschung mit unbegleitet eingereisten Kindern und Jugendlichen–Wichtige Eckpunkte für Forschungsdesigns,2016.0,['CS Plafky'],,,,,,2022-04-11
Christina Plafky,From neuroscientific research findings to juvenile justice practice in Scotland,2014.0,['CS Plafky '],,,,,,2022-04-11
Christina Plafky,From neuroscientific research findings to social work practice: A critical description of the knowledge utilisation process,2016.0,['CS Plafky'],, The British Journal of Social Work,,,8.0,2022-04-11
Christina Plafky,Familien mit Fluchterfahrung im Kontext Sozialer Arbeit,2018.0,['CS Plafky'],, Soziale Arbeit in der Migrationsgesellschaft,,,2.0,2022-04-11
Christina Plafky,Soziale Diagnostik in der justiznahen Sozialen Arbeit,2020.0,['CS Plafky'],, Soziale Diagnostik in den Handlungsfeldern der …,,,,2022-04-11
Christina Plafky,KI-basierte Entscheidungsunterstützung in der Praxis Sozialer Arbeit,2022.0,"['CS Plafky', ' N Kratz', ' A Kuck', ' H Frischhut']",, unsere jugend,,,,2022-04-11
Christina Plafky,Fallanalysen und Entscheidungsfindung im Kinderschutz,2020.0,['CS Plafky'],, unsere jugend,,,,2022-04-11
Christina Plafky,Adressat/inn/enforschung mit unbegleitet eingereisten Kindern und Jugendlichen–Wichtige Eckpunkte für Forschungsdesigns,2016.0,['CS Plafky'],,,,,,2022-04-11
Christina Plafky,From neuroscientific research findings to juvenile justice practice in Scotland,2014.0,['CS Plafky '],,,,,,2022-04-11
Matthias Brungs,"Bildung, Schule und Schulsozialarbeit in der Migrationsgesellschaft",2018.0,['M Brungs'],, Soziale Arbeit in der Migrationsgesellschaft,,,4.0,2022-04-11
Matthias Brungs,[BOOK][B] Bildung oder Brunnenbau?: Eine kritische Analyse der Entwicklungszusammenarbeit mit Afrika aus der Perspektive der Sozialen Arbeit,2016.0,"['M Brungs', ' P Lamprecht ']",,,,,1.0,2022-04-11
Matthias Brungs,[BOOK][B] Zeitarbeit als Chance für arbeitslose Menschen?,2016.0,"['M Brungs', ' V Kolb ']",,,,,1.0,2022-04-11
Matthias Brungs,Sozialwissenschaftliche und philosophische Grundlagen Sozialer Arbeit (S3V_SA06),,"['C Schneider', ' M Brungs']",,,,,,2022-04-11
Matthias Brungs,Konzepte Und Programme,2014.0,"['P Lamprecht', ' M Brungs']",, Bildung oder Brunnenbau?,,,,2022-04-11
Matthias Brungs,Quellen,2014.0,"['P Lamprecht', ' M Brungs']",, Bildung oder Brunnenbau?,,,,2022-04-11
Matthias Brungs,Entwicklungshilfe Und Entwicklungszusammenarbeit,2014.0,"['P Lamprecht', ' M Brungs']",, Bildung oder Brunnenbau?,,,,2022-04-11
Matthias Brungs,Effektivität Und Effizienz,2014.0,"['P Lamprecht', ' M Brungs']",, Bildung oder Brunnenbau?,,,,2022-04-11
Matthias Brungs,Empirischer Teil,2013.0,"['M Brungs', ' V Kolb']",, Zeitarbeit als Chance für arbeitslose Menschen?,,,,2022-04-11
Matthias Brungs,"Bildung, Schule und Schulsozialarbeit in der Migrationsgesellschaft",2018.0,['M Brungs'],, Soziale Arbeit in der Migrationsgesellschaft,,,4.0,2022-04-11
Matthias Brungs,[BOOK][B] Bildung oder Brunnenbau?: Eine kritische Analyse der Entwicklungszusammenarbeit mit Afrika aus der Perspektive der Sozialen Arbeit,2016.0,"['M Brungs', ' P Lamprecht ']",,,,,1.0,2022-04-11
Matthias Brungs,[BOOK][B] Zeitarbeit als Chance für arbeitslose Menschen?,2016.0,"['M Brungs', ' V Kolb ']",,,,,1.0,2022-04-11
Matthias Brungs,Sozialwissenschaftliche und philosophische Grundlagen Sozialer Arbeit (S3V_SA06),,"['C Schneider', ' M Brungs']",,,,,,2022-04-11
Matthias Brungs,Konzepte Und Programme,2014.0,"['P Lamprecht', ' M Brungs']",, Bildung oder Brunnenbau?,,,,2022-04-11
Matthias Brungs,Quellen,2014.0,"['P Lamprecht', ' M Brungs']",, Bildung oder Brunnenbau?,,,,2022-04-11
Matthias Brungs,Entwicklungshilfe Und Entwicklungszusammenarbeit,2014.0,"['P Lamprecht', ' M Brungs']",, Bildung oder Brunnenbau?,,,,2022-04-11
Matthias Brungs,Effektivität Und Effizienz,2014.0,"['P Lamprecht', ' M Brungs']",, Bildung oder Brunnenbau?,,,,2022-04-11
Matthias Brungs,Empirischer Teil,2013.0,"['M Brungs', ' V Kolb']",, Zeitarbeit als Chance für arbeitslose Menschen?,,,,2022-04-11
Andreas Polutta,Reflexive professionalism as a second generation of evidence-based practice: Some considerations on the special Issue “what works? Modernizing the knowledge …,2009.0,"['HU Otto', ' A Polutta', ' H Ziegler']",, Research on Social Work …,,,78.0,2022-04-11
Andreas Polutta,"[BOOK][B] Wirkungsorientierte Jugendhilfe. Abschlussbericht der Evaluation des Bundesmodellprogramms"" Qualifizierung der Hilfen zur Erziehung durch …",2010.0,"['S Albus', ' H Greschke', ' B Klingler', ' H Messmer… ']",,,,,71.0,2022-04-11
Andreas Polutta,[BOOK][B] Wirkungsorientierte Transformation der Jugendhilfe: Ein neuer Modus der Professionalisierung Sozialer Arbeit?,2013.0,['A Polutta '],,,,,46.0,2022-04-11
Andreas Polutta,[BOOK][B] Evidence-based practice–Modernising the knowledge base of social work?,2009.0,"['HU Otto', ' A Polutta', ' H Ziegler ']",,,,,63.0,2022-04-11
Andreas Polutta,[BOOK][B] Professionalität und Kompetenz von MitarbeiterInnen in sozialpädagogischen Handlungsfeldern. Professionstheoretische Entwicklungen und …,2011.0,"['W Thole', ' A Polutta ']",,,,,49.0,2022-04-11
Andreas Polutta,Zum Diskurs um evidenzbasierte Soziale Arbeit,2010.0,"['HU Otto', ' A Polutta', ' H Ziegler']",, What works–welches Wissen …,,,41.0,2022-04-11
Andreas Polutta,Der Wirkungsdiskurs in der Sozialen Arbeit und seine Implikationen für die empirische Sozialforschung,2011.0,"['S Albus', ' HG Micheel', ' A Polutta']",, Empirische Forschung und Soziale Arbeit,,,29.0,2022-04-11
Andreas Polutta,[BOOK][B] What Works–Welches Wissen braucht die soziale Arbeit?: Zum Konzept evidenzbasierter Praxis,2010.0,"['HU Otto', ' A Polutta', ' H Ziegler ']",,,,,23.0,2022-04-11
Andreas Polutta,Wirkungsorientierung und Profession,2010.0,['A Polutta'],, Soziale Passagen,,,22.0,2022-04-11
Andreas Polutta,Wirkungsforschung in der Jugendhilfe,2009.0,"['S Albus', ' HG Micheel', ' HU Otto…']",, … in Bildungspolitik und …,,,16.0,2022-04-11
Andreas Polutta,„Wirkungsorientierte Jugendhilfe “unter der empirischen Lupe,2009.0,"['S Albus', ' HG Micheel', ' A Polutta']",, Soziale Passagen,,,16.0,2022-04-11
Andreas Polutta,Ergebnisse und wirkungen im feld der sozialen arbeit,2008.0,"['S Albus', ' A Polutta']",, Soziale Arbeit in Gesellschaft,,,17.0,2022-04-11
Andreas Polutta,Wirkungsorientierte Steuerung sozialer Dienste,2011.0,['A Polutta'],, Handbuch Kommunale Sozialpolitik,,,8.0,2022-04-11
Andreas Polutta,Evaluation und Wirkungsorientierung,2018.0,"['S Albus', ' HG Micheel', ' A Polutta']",,,,,5.0,2022-04-11
Andreas Polutta,Wirkungsorientierung in der Jugendhilfe,2013.0,['A Polutta'],, Adressaten,,,7.0,2022-04-11
Andreas Polutta,Struggling through to find what works: Evidence-based practice as a challenge for social work,2009.0,"['HU Otto', ' A Polutta', ' H Ziegler']",,,,,7.0,2022-04-11
Andreas Polutta,„Technologies of Care “und wirkungsorientierte Steuerung,2015.0,['A Polutta'],, Mediatisierung (in) der Sozialen Arbeit,,,6.0,2022-04-11
Andreas Polutta,Sozialpädagogische Fachlichkeit und Professionalität Sozialer Arbeit in der Migrationsgesellschaft,2018.0,['A Polutta'],, Soziale Arbeit in der Migrationsgesellschaft,,,3.0,2022-04-11
Andreas Polutta,Die Bedeutung von Praxis-und Theoriestudium für die Fachlichkeit Sozialer Arbeit,2020.0,['A Polutta'],, Sozial Extra,,,2.0,2022-04-11
Andreas Polutta,Konsequenzen wirkungsorientierter Steuerung in Sozialen Diensten–ein ethnographischer Zugang zur Praxis von Fachkräften in der Kinder-und Jugendhilfe,2015.0,"['A Polutta', ' C Eberlei']",, Soziale Passagen,,,3.0,2022-04-11
Andreas Polutta,‚Professionsnovizen 'im Jugendamt,2017.0,['M Bondarowicz'],,Kaesling,,,2.0,2022-04-11
Andreas Polutta,12 Das Studium Sozialer Arbeit als Beziehungsarbeit,2015.0,['A Polutta'],, Jahre Duales Studium Festschrift,,,2.0,2022-04-11
Andreas Polutta,Standardisierung und Passgenauigkeit–Jugendhilfe und Wirksamkeitsversprechen,2011.0,['A Polutta'],, Jugendhilfeforschung,,,2.0,2022-04-11
Andreas Polutta,Konsequenzen wirkungsorientierter Steuerung in Sozialen Diensten,2017.0,"['A Polutta', ' C Eberlei']",, … „Die Wirksamkeit von Teilhabe in der …,,,1.0,2022-04-11
Andreas Polutta,Sozialer Wirkungskredit im Kontext wirkungsorientierter Steuerungsinstrumente,2017.0,['A Polutta'],, … : Wirkungsorientiertes Investment und seine Folgen für …,,,1.0,2022-04-11
Andreas Polutta,Facetten sozialpädagogischer Professionalisierungsprojekte,2013.0,['A Polutta'],, Sozial Extra,,,1.0,2022-04-11
Andreas Polutta,Professionalsierungspotentiale in dualen Studiengängen zur Sozialen Arbeit. Zu Voraussetzungen eines produktiven Wechselverhältnisses von Praxis und …,2020.0,['A Polutta'],,,,,,2022-04-11
Andreas Polutta,"Organisationen entwickeln, Gleichstellung erkämpfen, Schutz und Ermächtigung professionell gestalten-Eine einleitende Zusammenführung der Themenstränge",2020.0,['A Polutta'],,,,,,2022-04-11
Andreas Polutta,Vorwort der Herausgeberinnen und Herausgeber der Schriftenreihe,2020.0,['A Polutta'],,,,,,2022-04-11
Andreas Polutta,Kooperative Organisations-und Professionsentwicklung in Hochschule und Sozialwesen?,,['A Polutta '],,,,,,2022-04-11
Andreas Polutta,Möglichkeiten kooperativer Organisations-und Professionsentwicklung in Hochschule und Sozialwesen-Ausblick im Lichte der Beiträge zur Festschrift,2020.0,['A Polutta'],,,,,,2022-04-11
Andreas Polutta,Konklusion: Die Bedeutung professioneller Sozialer Arbeit für wirkungsvolle Jugendhilfe und Perspektiven der Professionalisierung,2014.0,['A Polutta'],, Wirkungsorientierte Transformation der Jugendhilfe,,,,2022-04-11
Andreas Polutta,Angewandte Wirkungsforschung in der Analyse von Programmtheorien.,,['A Polutta '],,,,,,2022-04-11
