AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_PUBLISHER,PUB_TYPE,PUB_ISBN,PUB_DOI,UPDATED
Rolf Assfalg,Das Konstanzer Hypertext System als Teil des World Wide Web,,"['Rolf Assfalg', 'Rainer Hammwöhner']",,Article,,,2022-03-19
Michael Batz,Nachhaltigkeit in der Sozialwirtschaft: Eine Einführung,2021,['Michael Batz'],,Book, 978-3-658-32557-2,10.1007/978-3-658-32558-9,2022-03-19
Michael Batz,Enteric Pathogens and Reactive Arthritis: Systematic Review and Meta-Analyses of Pathogen-Associated Reactive Arthritis,2021,"['Kristen Pogreba-Brown', 'Erika Austhof', 'Xin Tang', 'Mario Jesus Trejo', 'Ama Owusu-Dommey']",Foodborne Pathogens and Disease,Article,,10.1089/fpd.2020.2910,2022-03-19
Michael Batz,Corporate Social Responsibility (CSR) – Grundlagen einer verantwortungsvollen Unternehmensführung,2021,['Michael Batz'],,Chapter,,10.1007/978-3-658-32558-9_3,2022-03-19
Michael Batz,Normative und strategische Ansatzpunkte einer nachhaltigen Organisationsführung in der Sozialwirtschaft,2021,['Michael Batz'],,Chapter,,10.1007/978-3-658-32558-9_7,2022-03-19
Michael Batz,"Entwicklung, Strategien und Modelle der Nachhaltigkeit",2021,['Michael Batz'],,Chapter,,10.1007/978-3-658-32558-9_2,2022-03-19
Michael Batz,Nachhaltigkeit als Herausforderung für Organisationen der Sozialwirtschaft,2021,['Michael Batz'],,Chapter,,10.1007/978-3-658-32558-9_5,2022-03-19
Michael Batz,Internationale Nachhaltigkeitsstandards,2021,['Michael Batz'],,Chapter,,10.1007/978-3-658-32558-9_4,2022-03-19
Michael Batz,Managementsysteme und deren Nutzenpotenziale für das Nachhaltigkeitsmanagement in Organisationen der Sozialwirtschaft,2021,['Michael Batz'],,Chapter,,10.1007/978-3-658-32558-9_6,2022-03-19
Michael Batz,Have Foodborne Parasites Finally Become a Global Concern?,2013,"['Lucy J. Robertson', 'Joke W. B. van der Giessen', 'Michael Batz', 'Mina Kojima', 'Sarah Cahill']",Trends in Parasitology,Article,,10.1016/j.pt.2012.12.004,2022-03-19
Michael Batz,Auf dem Weg zur Best-Practice-Branche,2019,['Michael Batz'],Sozialwirtschaft,Article,,10.5771/1613-0707-2019-6-32,2022-03-19
Michael Batz,"Disease-Outcome Trees, EQ-5D Scores, and Estimated Annual Losses of Quality-Adjusted Life Years (QALYs) for 14 Foodborne Pathogens in the United States",2014,"['Michael Batz', 'Sandra Hoffmann', 'J. Glenn Morris']",Foodborne Pathogens and Disease,Article,,10.1089/fpd.2013.1658,2022-03-19
Michael Batz,Ausbildungsbedingte Mobilität: Auswirkungen auf die Lebenssituation Jugendlicher und Anforderungen an eine sozialpädagogische Begleitung,2012,"['Michael Batz', 'Kerstin Eichfelder']",unsere jugend,Article,,10.2378/uj2012.art21d,2022-03-19
Michael Batz,Supplementary Material,2010,"['Michael Batz', 'William A. Pizer', 'James N. Sanchirico']",,Data,,,2022-03-19
Michael Batz,Regional patterns of U.S. household carbon emissions,2009,"['Michael Batz', 'William A. Pizer', 'James N. Sanchirico']",Climatic Change,Article,,10.1007/s10584-009-9637-8,2022-03-19
Michael Batz,"Patterns of multi-agent land conservation: Crowding in/out, agglomeration, and policy",2008,"['Michael Batz', 'Heidi J. Albers', 'Amy W. Ando']",Resource and Energy Economics,Article,,10.1016/j.reseneeco.2008.04.001,2022-03-19
Michael Batz,The benefits and costs of informal sector pollution control: Mexican brick kilns,2006,"['Allen Blackman', 'Michael Batz', 'David A. Evans', 'Jhih-Shyang Shih', 'STEPHEN NEWBOLD']",Environment and Development Economics,Article,,10.1017/S1355770X06003159,2022-03-19
Michael Batz,Prioritizing Opportunities to Reduce the Risk of Foodborne Illness: A Conceptual Framework,2005,"['Michael Batz', 'Alan Krupnick', 'Sandra Hoffmann']",RePEc,Article,,,2022-03-19
Michael Batz,Linking Illness to Food: Summary of a Workshop on Food Attribution,2004,"['Michael Batz', 'Michael R Taylor', 'Robert V. Tauxe', 'Glenn Morris', 'Michael P Doyle']",RePEc,Article,,,2022-03-19
Michael Batz,Identifying the Most Significant Microbiological Foodborne Hazards to Public Health: A New Risk Ranking Model,2004,"['Michael Batz', 'Alan Krupnick', 'Michael R Taylor', 'Sandra Hoffmann', 'Jody Tick']",RePEc,Article,,,2022-03-19
Michael Batz,"Maquiladoras, Air Pollution, and Human Health in Ciudad Juarez and El Paso",2003,"['Allen Blackman', 'Michael Batz', 'David A. Evans']",RePEc,Article,,,2022-03-19
Michael Batz,[54] Fluorescence detection of nitric oxide based on cheletropic spin traps,1999,"['Michael Bätz', 'Hans-Gert Korth', 'Reiner Sustmann', 'Petra Meineke']",Methods in Enzymology,Article,,10.1016/S0076-6879(99)01116-7,2022-03-19
Michael Batz,Cost-Effective NOx Control in the Eastern United States. RFF working paper,2000,"['Alan Krupnick', 'Michael Batz', 'Virginia McConnell', 'Terrell Stoessell', 'Matthew Cannon']",RePEc,Article,,,2022-03-19
Michael Batz,Low toxicity of nitric oxide against endothelial cells under physiological oxygen partial pressures,1998,"['Michael Bätz', 'I Ioannidis', 'Reiner Sustmann', 'Michael Kirsch', 'H.-G. KORTH']",Biochemical Journal,Article,,10.1042/bj3290425,2022-03-19
Michael Batz,Enhanced release of nitric oxide causes increased cytotoxicity of S-nitroso-N-acetyl-DL-penicillamine and sodium nitroprusside under hypoxic conditions,1996,"['Michael Bätz', 'Hans-Gert Korth', 'I Ioannidis', 'Thomas Paul', 'Reiner Sustmann']",Biochemical Journal,Article,,10.1042/bj3180789,2022-03-19
Michael Batz,A Novel Method for Detecting Nitric Oxide(NO) by Formation of Fluorescent Products Based on Cheletropic Spin Traps,1997,"['Michael Bätz', 'Hans-Gert Korth', 'Reiner Sustmann']",Angewandte Chemie International Edition,Article,,10.1002/anie.199715011,2022-03-19
Michael Batz,Eine neuartige Methode zum Nachweis von Stickstoffmonoxid (NO) durch Bildung fluoreszierender Produkte auf der Basis cheletroper Spinfänger,1997,"['Michael Bätz', 'Hans-Gert Korth', 'Reiner Sustmann']",Angewandte Chemie,Article,,10.1002/ange.19971091329,2022-03-19
Michael Batz,"Kristallstruktur und molekulare Dynamik eines Stereoisomeren von (P,P′,P″,P‴-Tetraphenyl)-1,1,2,2-ethantetrakisphosphinsäuretetraisopropylester / Crystal Structure and Molecular Dynamics of a Stereoisomer of (P,P′,P″,P‴-Tetraphenyl)-1,1,2,2-ethane-tetraphosphinic Acid Tetraisopropylester",1992,"['Gerhard Hägele', 'Peter Reinemer', 'Michael Batz', 'Dietrich Mootz']",Zeitschrift fur Naturforschung B,Article,,10.1515/znb-1992-0520,2022-03-19
Michael Batz,Fluoreszenzspektroskopischer Nachweis von Stickstoffmonoxid durch stabile o-Chinodimethan-Derivate /,2022,['Michael. Bätz'],,Article,,,2022-03-19
Michael Batz,USING RISK ANALYSIS TO INFORM MICROBIAL FOOD SAFETY DECISIONS,2022,"['Lee-Ann Jaykus', 'Sherri Dennis', 'Dane Bernard', 'H. Gregg Claycamp', 'Daniel L. Gallagher']",,Article,,,2022-03-19
Michael Batz,Preference Tradeoffs for Drinking Water Risks,2022,"['Vic Adamowicz', 'Diane Dupont', 'Alan Krupnick', 'Michael Batz', 'Lorie Srivastava']",,Article,,,2022-03-19
Michael Batz,Water Quality and Climate Change: What Are Consumers Willing to Pay to Reduce Health Risks?,2022,"['Vic Adamowicz', 'Diane Dupont', 'Alan Krupnick', 'Michael Batz', 'Paul De Civita']",,Article,,,2022-03-19
Sabine Berninger,Organisationskultur und ihre Auswirkungen auf die Personalpolitik,2018,"['Sabine Berninger', 'Stefica Ranogajec']",,Chapter,,10.1007/978-3-662-54421-1_4,2022-03-19
Sabine Berninger,Organisationskultur und ihre Auswirkungen auf die Personalpolitik,2010,"['Sabine Berninger', 'Susanne Feurich', 'Stefica Ranogajec']",,Chapter,,10.1007/978-3-642-05122-7_4,2022-03-19
Sabine Berninger,Was Personalentwicklung leisten kann,2010,['Sabine Berninger'],cne fortbildung,Article,,10.1055/s-0033-1350077,2022-03-19
Martin Bierer,HEAT TRANSFER FROM FINNED AND SMOOTH TUBE HEAT EXCHANGER COILS IN HOT WATER STORES,1988,"['Rübler', 'Martin Bierer', 'E. Hahne']",,Chapter,,10.1016/B978-0-08-034315-0.50228-7,2022-03-19
Martin Bierer,Temperaturschwingungen zur Bestimmung von Temperaturleitfähigkeit und Wärmeeindringkoeffizient nicht durchströmter Schüttungen /,,['Martin Bierer'],,Article,,,2022-03-19
Nico Blessing,Segmentierung von industriellen 3D-CT-Voxelmodellen durch dynamische Schwellwertberechnung,2008,['Nico Blessing'],,Article,,,2022-03-19
Nico Blessing,Production of large metallocarbohedrene clusters using a pulsed arc cluster ion source,2001,"['Nico Blessing', 'Stefan Burkart', 'Gerd Ganteför']",The European Physical Journal D,Article,,10.1007/s100530170034,2022-03-19
Nico Blessing,Thermionic emission from negatively charged metcars : the exceptional behaviour of TI13C22-,2000,"['Nico Blessing', 'Stefan Burkart', 'Dietmar Kreisle', 'Gerd Ganteför']",10.1142/9789812793805_0054,Article,,10.1142/9789812793805_0054,2022-03-19
Nico Blessing,THE CHANGE OF THE ELECTRONIC STRUCTURE OF METAL CLUSTERS UPON HYDROGEN CHEMISORPTION,2000,"['S. Burkart', 'Nico Blessing', 'B. Klipp', 'G. Ganteför']",,Article,,,2022-03-19
Nico Blessing,Indication of a size-dependent transition from molecular to dissociative chemisorption on clusters,1999,"['Stefan Burkart', 'Nico Blessing', 'Gerd Ganteför']","Physical review. B, Condensed matter",Article,,10.1103/PhysRevB.60.15639,2022-03-19
Nico Blessing,Experimental verification of the high stability of Al13H: A building block of a new type of cluster material?,1999,"['Stefan Burkart', 'Nico Blessing', 'Björn Klipp', 'Gotthard Seifert']",Chemical Physics Letters,Article,,10.1016/S0009-2614(98)01428-6,2022-03-19
Nico Blessing,"3D COMPUTED TOMOGRAPHY -TECHNOLOGY, APPLICATIONS AND PROCESS",,"['Nico Blessing', 'I Effenberger']",,Article,,,2022-03-19
Bernd Eisinger,Konstruktionsbegleitende Kalkulation,1997,['Bernd Eisinger'],10.1007/978-3-663-08650-5,Article,,10.1007/978-3-663-08650-5,2022-03-19
Bernd Eisinger,Privatschulfinanzierung,2010,"['Bernd Eisinger', 'Dirk Randoll', 'Peter K. Warndorf']",10.1007/978-3-531-92520-2_21,Article,,10.1007/978-3-531-92520-2_21,2022-03-19
Bernd Eisinger,Kritische Analyse verschiedener Kalkulationsverfahren für die Entscheidungsfindung in der Konstruktion,1997,['Bernd Eisinger'],,Chapter,,10.1007/978-3-663-08650-5_3,2022-03-19
Bernd Eisinger,Konstruktionsbegleitende Kalkulation als Teilbereich des betrieblichen Informationssystems,1997,['Bernd Eisinger'],,Chapter,,10.1007/978-3-663-08650-5_2,2022-03-19
Bernd Eisinger,Konzeption einer konstruktionsbegleitenden Kalkulation bei Einzelfertigung,1997,['Bernd Eisinger'],,Chapter,,10.1007/978-3-663-08650-5_4,2022-03-19
Bernd Eisinger,Zur Problematik der Bereitstellung von Kosteninformationen für die Konstruktion,1997,['Bernd Eisinger'],,Chapter,,10.1007/978-3-663-08650-5_1,2022-03-19
Bernd Eisinger,Zusammenfassende Beurteilung der Konzeption zur konstruktionsbegleitenden Kalkulation,1997,['Bernd Eisinger'],,Chapter,,10.1007/978-3-663-08650-5_6,2022-03-19
Bernd Eisinger,Anwendungsprobleme der dargelegten Konzeption,1997,['Bernd Eisinger'],,Chapter,,10.1007/978-3-663-08650-5_5,2022-03-19
