AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_TYPE,PUB_PUBLISHER,PUB_ISBN,PUB_DOI,PUB_CITATIONS,UPDATED
Oliver Bender,Comparison of generation strategies for interactive machine translation,2005.0,"['O Bender', ' S Hasan', ' D Vilar', ' R Zens…']",, Proceedings of the,,,36.0,2022-04-06
Oliver Bender,The RWTH phrase-based statistical machine translation system,2005.0,"['R Zens', ' O Bender', ' S Hasan', ' S Khadivi…']",, Proceedings of the …,,,52.0,2022-04-06
Oliver Bender,Morpho-syntactic Arabic preprocessing for Arabic to English statistical machine translation,2006.0,"['A El Isbihani', ' S Khadivi', ' O Bender…']",, Proceedings on the …,,,36.0,2022-04-06
Oliver Bender,Alignment templates: the RWTH SMT system,2004.0,"['O Bender', ' R Zens', ' E Matusov…']",, Proceedings of the First …,,,41.0,2022-04-06
Oliver Bender,Energy-benchmarking within companies: insights from benchmarking practice,2014.0,"['B Sontag', ' S Hirzel', ' O Bender', ' H Kloos…']",, … summer study–retool …,,,18.0,2022-04-06
Oliver Bender,"Landscape, seasonality, and tourism: A survey with examples from Central Europe",2007.0,"['O Bender', ' KP Schumacher', ' D Stein']",, Seasonal landscapes,,,22.0,2022-04-06
Oliver Bender,The RWTH Arabic-to-English spoken language translation system,2007.0,"['O Bender', ' E Matusov', ' S Hahn', ' S Hasan…']",, … IEEE Workshop on …,,,30.0,2022-04-06
Oliver Bender,Applications of statistical machine translation approaches to spoken language understanding,2009.0,"['K Macherey', ' O Bender', ' H Ney']",, IEEE transactions on audio …,,,26.0,2022-04-06
Oliver Bender,Impacts and risks of global change,2015.0,"['A Borsdorf', ' J Stötter', ' G Grabherr…']",, Impact of global …,,,15.0,2022-04-06
Oliver Bender,Comparison of Alignment Templates and Maximum Entropy Models for NLP,2003.0,"['O Bender', ' K Macherey', ' FJ Och…']",, Conference of the …,,,31.0,2022-04-06
Oliver Bender,Mountains under climate and global change conditions—research results in the Alps,2011.0,"['O Bender', ' A Borsdorf', ' A Fischer…']",, … and Ecological Effects,,,17.0,2022-04-06
Oliver Bender,Reranking translation hypotheses using structural properties,2006.0,"['S Hasan', ' O Bender', ' H Ney']",, Proceedings of the Workshop on …,,,21.0,2022-04-06
Oliver Bender,[BOOK][B] Geoinformation technologies for geo-cultural landscapes: European perspectives,2008.0,"['A Vassilopoulos', ' N Evelpidou', ' O Bender', ' A Krek ']",,,,,16.0,2022-04-06
Oliver Bender,Protected areas and population development in the Alps,2017.0,"['O Bender', ' CE Roth', ' H Job']",, Journal on Protected Mountain Areas …,,,8.0,2022-04-06
Oliver Bender,Amenity Migration in the Southern Andes and the Southern European Alps–a key factor for sustainable regional development?,2013.0,"['O Bender', ' S Kanitscheider ']",,,,,11.0,2022-04-06
Oliver Bender,Multi-level error handling for tree based dialogue course management,2003.0,"['K Macherey', ' O Bender', ' H Ney']",, ISCA Tutorial and Research …,,,10.0,2022-04-06
Oliver Bender,The RWTH machine translation system for IWSLT 2008.,2008.0,"['D Vilar', ' D Stein', ' Y Zhang', ' E Matusov…']",, Proceedings of the …,,,8.0,2022-04-06
Oliver Bender,The concept of a historic landscape analysis using GIS with focus on Central Europe,2008.0,['O Bender'],,,,,6.0,2022-04-06
Oliver Bender,Joint Endeavor Toward Sustainable Mountain Development: Research at the Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences,2022.0,['M Bardy'],,Durchhalter,,,,2022-04-06
Oliver Bender,Sweet chestnut cultures in the Southern Alps–conservation and regional development,2010.0,['O Bender'],, Journal on Protected Mountain Areas Research and …,,,5.0,2022-04-06
Oliver Bender,Web-based instruments for strengthening sustainable regional development in the Alps,2015.0,"['A Borsdorf', ' O Bender', ' F Braun…']",, Acta geographica …,,,4.0,2022-04-06
Oliver Bender,[BOOK][B] Kulturlandschaftsverlust durch Verbuschung und Verwaldung im subalpinen und hochmontanen Höhenstockwerk: Die Folgen des klimatischen und …,2007.0,"['A Borsdorf', ' O Bender ']",,,,,13.0,2022-04-06
Oliver Bender,Robust machine translation for multi-domain tasks,2010.0,['O Bender '],,,,,4.0,2022-04-06
Oliver Bender,Metro-peripheral and lakeside amenity settlement: Chilean case studies,2014.0,"['R Hidalgo', ' H Zunino', ' O Bender…']",, Global Amenity Migration …,,,3.0,2022-04-06
Oliver Bender,"[BOOK][B] Cultural landscape, traditional food and tourism. Rural development in the “Franconian Switzerland”(Bavaria, Germany) and in the Wachau (Lower Austria)",2010.0,['O Bender '],,,,,3.0,2022-04-06
Oliver Bender,Neue Bewohner in den Alpen? Räumliche Mobilität und Multilokalität in Tirol,2014.0,"['O Bender', ' A Borsdorf']",, Leben in den Alpen,,,6.0,2022-04-06
Oliver Bender,"Abandoned altitudes? Decrease and expansion of grassland in the hinterland of Popayán, Southern Colombian Andes",2015.0,"['A Haller', ' O Bender']",, Journal of Mountain Science,,,2.0,2022-04-06
Oliver Bender,[HTML][HTML] The Institute for Interdisciplinary Mountain Research: Connecting Minds Across Borders in Science and Societies,2020.0,"['A Fischer', ' O Bender', ' V Braun', ' H Pauli…']",, Mountain Research and …,,,,2022-04-06
Oliver Bender,"Urbanisierungs-, Suburbanisierungs-und Postsuburbanisierungsprozesse",2019.0,"['A Borsdorf', ' O Bender', ' A Haller']",, Dorf,,,3.0,2022-04-06
Oliver Bender,[BOOK][B] „RAUMALP “und „GALPIS “–ein Geoinformationssystem für die (österreichischen) Alpen,2003.0,"['O Bender', ' P Pindur ']",,,,,6.0,2022-04-06
Oliver Bender,Kapitalmarktorientierte Bewertung von Banken in der Praxis,2001.0,"['A Dombret', ' O Bender']",, Handbuch Europäischer Kapitalmarkt,,,5.0,2022-04-06
Oliver Bender,The workfl ow of a historic landscape analysis using GIS with examples from Central Europe,2008.0,['O Bender'],,,,,1.0,2022-04-06
Oliver Bender,Ein katasterbasiertes GIS zur Erfassung und Interpretation der Landschaftsentwicklung–dargestellt an drei Gemarkungen auf der Nördlichen Frankenalb …,2001.0,"['O Bender', ' D JENS']",, IN STROBL,,,5.0,2022-04-06
Oliver Bender,[BOOK][B] The interactive alpine information system GALPIS,2010.0,"['O Bender', ' A Borsdorf', ' K Heinrich ']",,,,,1.0,2022-04-06
Oliver Bender,Climate Change-Geophysical Foundations and Ecological Effects,2011.0,"['M Dameris', ' D Loyola', ' M Lanfredi', ' T Simoniello… ']",,,,,1.0,2022-04-06
Oliver Bender,Die Entwicklung der fränkischen Industriestadt Fürth im 19. Jahrhundert (1800-1914): Aufbau und Interpretation eines geographischen Informationssystems auf Basis …,1999.0,['O Bender '],,,,,4.0,2022-04-06
Oliver Bender,[BOOK][B] Enhancement: oder die Verbesserung des Menschen: Die zweite Evolution?,2012.0,"['O Bender', ' S Kanitscheider', ' AK Treml ']",,,,,3.0,2022-04-06
Oliver Bender,WebGIS for communicating Alpine ecosystem services: stakeholder engagement in Slovenian protected areas,2020.0,"['A Polderman', ' S Vurunić', ' N Houbé', ' O Bender…']",, Journal on Protected …,,,1.0,2022-04-06
Oliver Bender,[HTML][HTML] Honorarberatung–Einstellung und Relevanz auf dem Versicherungsmarkt,2012.0,"['O Bender', ' M Steul']",,,,,2.0,2022-04-06
Oliver Bender,"[BOOK][B] Entstehung, Entwicklung und Ende der alpinen Bergbauernkultur",2010.0,['O Bender '],,,,,2.0,2022-04-06
Oliver Bender,GIS-basierte Analyse der Agrarlandschaftsentwicklung am Beispiel der Gemarkung Wüstenstein (Fränkische Schweiz),2002.0,"['KP Schumacher', ' O Bender']",, Mitteilungen der Fränkischen …,,,2.0,2022-04-06
Oliver Bender,[BOOK][B] Geographische Informationssysteme im Dienste von Wissenschaft und Öffentlichkeit: das System GALPIS,2007.0,"['O Bender', ' D Moser ']",,,,,2.0,2022-04-06
Oliver Bender,"[BOOK][B] Zur Qualität der"" historischen Kulturlandschaft""-Diachronische Landschaftsbewertung auf Vektordatenbasis",2004.0,"['O Bender', ' D Jens ']",,,,,2.0,2022-04-06
Oliver Bender,[BOOK][B] Szenarien und Simulationen der zukünftigen Landschaftsentwicklung auf kommunaler Ebene,2003.0,"['O Bender', ' D Jens ']",,,,,2.0,2022-04-06
Oliver Bender,Das Geographische Alpeninformationssystem „GALPIS “als zentrales Instrument von RAUMALP. Konzept und Operationalisierung.,2003.0,"['O Bender', ' P PINDUR']",, Beiträge zum,,,2.0,2022-04-06
Oliver Bender,The use of satellite remote sensing for the detection and analysis of geocultural,,"['K Heinrich', ' MF Buchroithnerº', ' O Bender ']",,,,,,2022-04-06
Oliver Bender,Abstracts Of Shellfish Technical Papers Presented at the joint meeting of the Northeast Aquaculture Conference and Exposition Milford Aquaculture Seminar and the …,2013.0,"['W Blogoslawski', ' C Davis', ' D Leonard', ' L Milke…']",, Journal of Shellfish …,,,,2022-04-06
Oliver Bender,Editorial by Guido Plassmann 3 Related projects recorded in the European Mountain Pool 4 Research Sweet chestnut cultures in the Southern Alps–conservation and …,,"['O Bender', ' G Leitinger', ' J Walde', ' R Bottarin… ']",,,,,,2022-04-06
Oliver Bender,The Geographical Alpine Information System “Galpis” in the Raumalp Project. Outlay and Output,2003.0,['O Bender '],,,,,,2022-04-06
Oliver Bender,Editorial by Michael Vogel 3 Related projects recorded in the European Mountain Pool 4 Research Protected areas and population development in the Alps,,"['O Bender', ' CE Roth', ' H Job', ' C Pichler']",,,,,,2022-04-06
Oliver Bender,Syntax for statistical machine translation,2003.0,"['R Zens', ' O Bender', ' S Khadivi', ' E Matusov', ' J Xu…']",, … Hopkins University,,,,2022-04-06
Oliver Bender,Statistical Approaches to Computer-Assisted Translation,2009.0,"['S Barrachina Mir', ' O Bender', ' F Casacuberta', ' J Civera… ']",,,,,,2022-04-06
Oliver Bender,The use of satellite remote sensing for the detection and analysis of geocultural heritages,2008.0,"['K Heinrich', ' MF Buchroithner…']",, … Technologies for Geo …,,,,2022-04-06
Oliver Bender,International Workshop on Spoken Language Translation (IWSLT) 2004,,"['O Bender', ' R Zens', ' E Matusov', ' H Ney ']",,,,,,2022-04-06
Oliver Bender,[BOOK][B] Perioden und Wellengänge der Landschafts-und Stadtentwicklung aus Sicht der Kulturgeographie,2009.0,['O Bender '],,,,,1.0,2022-04-06
Oliver Bender,"[BOOK][B] Ein Fenster für"" Das neue Bild Österreichs""-Entwicklung und Einsatz des interaktiven geographischen Alpeninformationsssytems GALPIS-Web",2007.0,"['O Bender', ' K Heinrich ']",,,,,1.0,2022-04-06
Oliver Bender,[BOOK][B] Ein geostatistischer Ansatz zur Erklärung von Landnutzungsstruktur und-dynamik,2005.0,['O Bender '],,,,,1.0,2022-04-06
Oliver Bender,Landschaftsentwicklung im Vorderen Bayerischen Wald,1996.0,['O Bender'],, Mitteilungen der Fränkischen Geographischen …,,,1.0,2022-04-06
Oliver Bender,[BOOK][B] Generationentransfer: Weitergabe von Dingen und Informationen in Natur und Kultur,2019.0,"['O Bender', ' S Kanitscheider', ' B Ruso ']",,,,,,2022-04-06
Oliver Bender,[BOOK][B] Kolonisierung: Wie Ideen und Organismen neue Räume erschließen,2016.0,"['O Bender', ' S Kanitscheider', ' B Ruso ']",,,,,,2022-04-06
Oliver Bender,[BOOK][B] Religion matreier Gespräche: Religion Natürliches Phänomen oder kulturelles Relikt?,2011.0,"['O Bender', ' S Kanitscheider', ' AK Treml ']",,,,,,2022-04-06
Oliver Bender,[BOOK][B] Schuld-Schulden-Schuldigkeit: Erlösung oder Bankrott? Historische und aktuelle Bezüge aus kulturethologischer Sicht,2014.0,"['O Bender', ' S Kanitscheider', ' AK Treml ']",,,,,,2022-04-06
Oliver Bender,Entwicklung einer historischen Eisen-und Stahlindustrieregion in den österreichischen Alpen,2004.0,"['O Bender', ' P Pindur']",, Geographische Rundschau,,,,2022-04-06
Oliver Bender,Dorfentwicklung und Dorferneuerung,1997.0,"['O Bender', ' HP Richter']",, Standort,,,,2022-04-06
Oliver Bender,[HTML][HTML] Las regiones de montañas como espacios de oportunidad para la integración bioceánica: el ejemplo del paso de Jama en los Andes Centrales,2013.0,"['S Kanitscheider', ' O Bender']",, Revista de Geografía Norte Grande,,,,2022-04-06
Oliver Bender,Kapitalmarktorientierte Bewertung,2013.0,"['A Dombret', ' O Bender']",, Handbuch Europäischer Kapitalmarkt,,,,2022-04-06
Oliver Bender,Bookreview,2009.0,"['B Scott', ' O Bender', ' A Borsdorf']",, Journal on Protected Mountain Areas …,,,,2022-04-06
Oliver Bender,"[BOOK][B] Gleichheit und Ungleichheit, Symmetrie und Asymmetrie: Erscheinungs-und Verlaufsformen, Funktion und Folgen in Natur und Kultur",2013.0,"['S Kanitscheider', ' O Bender', ' AK Treml ']",,,,,,2022-04-06
Oliver Bender,[BOOK][B] 100 Jahre Otto Koenig: Pionier in Naturschutz und Kulturethologie,2015.0,"['O Bender', ' S Kanitscheider', ' AK Treml ']",,,,,,2022-04-06
Oliver Bender,"[BOOK][B] 40 Jahre Matreier Gespräche: Kulturethologische Texte zu Ritualen, Feiern und Symbolen",2015.0,"['O Bender', ' S Kanitscheider', ' AK Treml ']",,,,,,2022-04-06
Oliver Bender,RAUMALP-Auf dem Weg zum Alpenmonitoring,,"['AB von Oliver Bender', ' W Favre']",,Bulle,,,,2022-04-06
Iris Wuttke-Hilke,Anchored Instruction 2020–von der Instruktion zur Konstruktion: Kontextbezogenes Lernen im Managementstudium,2020.0,['I Wuttke'],,Hilke,,,,2022-04-06
Bernhard Herold,Bidirectional communication in an HF hybrid organic/solution-processed metal-oxide RFID tag,2014.0,"['K Myny', ' M Rockelé', ' A Chasin', ' DV Pham…']",, … on Electron Devices,,,56.0,2022-04-06
Bernhard Herold,[BOOK][B] Internationale Wachstumsstrategien: Anforderungen und Optionen für den Einzelhandel,2013.0,['B Herold '],,,,,18.0,2022-04-06
Bernhard Herold,International short-term study programmes: An institutional roadmap to sustainable student engagement,2018.0,['B Herold'],, International Enterprise Education,,,,2022-04-06
Bernhard Herold,8 International short-term study programmes,2018.0,['B Herold'],, … Enterprise Education: Perspectives on Theory and …,,,,2022-04-06
Bernhard Herold,Bidirectional RFID tags on foil based on hybrid organic-oxide complementary thin film technology,2012.0,"['M Rockele', ' AN Vaisman Chasin…']",,,,,,2022-04-06
Bernhard Herold,Internationale Markterschließung als Gegenwartsproblem des Residenzhandels,1992.0,['B Herold'],, Internationale Wachstumsstrategien,,,,2022-04-06
Bernhard Herold,Strategische internationale Markterschließung als multidimensionales Entscheidungsproblem,1992.0,['B Herold'],, Internationale Wachstumsstrategien,,,,2022-04-06
Bernhard Herold,Zusammenfassende Schlußbetrachtung,1992.0,['B Herold'],, Internationale Wachstumsstrategien,,,,2022-04-06
Bernhard Herold,Internationale Markterschließung als integrierter Bestandteil strategischer Planung,1992.0,['B Herold'],, Internationale Wachstumsstrategien,,,,2022-04-06
Roland Küstermann,"[BOOK][B] Selbststudium im digitalen Wandel: Digitales, begleitetes Selbststudium in der Mathematik–MINT meistern mit optes",2021.0,"['R Küstermann', ' M Kunkel', ' A Mersch', ' A Schreiber ']",,,,,3.0,2022-04-06
Roland Küstermann,eKlausuren in der angewandten Mathematik-Herausforderungen & Lösungen,2014.0,"['M Daniel', ' N Köcher', ' R Küstermann']",,,,,5.0,2022-04-06
Roland Küstermann,Durchführung einer Online-Klausur mit ILIAS,2005.0,"['R Küstermann', ' J Melcher', ' F Toussaint…']",, Vortrag bei der,,,4.0,2022-04-06
Roland Küstermann,Effektive Java-Grundausbildung unter Einsatz eines Learning Management Systems und spezieller Werkzeuge,2005.0,"['R Küstermann', ' D Ratz', ' D Seese']",, Unterrichtskonzepte für informatische …,,,4.0,2022-04-06
Roland Küstermann,Erratum zu: Selbststudium im digitalen Wandel,2021.0,"['R Küstermann', ' M Kunkel', ' A Mersch…']",, Selbststudium im digitalen …,,,,2022-04-06
Roland Küstermann,Same… but Different: Sharing and Adapting Pre-courses in Mathematics Between Universities,,"['K Derr', ' G Götz', ' R Küstermann', ' C Schmidt', ' HG Weigand ']",,,,,,2022-04-06
Roland Küstermann,Qualitätssicherung in der Hochschullehre mit dem Inverted-Classroom-Ansatz,,"['I Fuchs', ' M Lösch', ' I Mauser', ' R Küstermann…']",,,,,,2022-04-06
Roland Küstermann,Towards a Framework for Improving the Design of Programming Exercises,2005.0,"['R Küstermann', ' D Ratz', ' D Seese']",, EdMedia+ Innovate Learning,,,,2022-04-06
Roland Küstermann,Studienstart: Fundament für ein erfolgreiches Studium,,"['B Wolf', ' R Küstermann', ' I Jackisch', ' C Drayer']",,,,,,2022-04-06
Ekkehard Scheffler,Alteration of plasma low density lipoprotein from smokers,1990.0,"['E Scheffler', ' L Huber', ' J Friihbis', ' I Schulz', ' R Ziegler…']",, Atherosclerosis,,,59.0,2022-04-06
Ekkehard Scheffler,Association between lipoprotein (a) and progression of coronary artery disease in middle-aged men,1994.0,"['C Marburger', ' R Hambrecht', ' J Niebauer…']",, The American journal of …,,,47.0,2022-04-06
Ekkehard Scheffler,Transgenic mice expressing human lipoprotein lipase driven by the mouse metallothionein promoter. A phenotype associated with increased perinatal mortality and …,1994.0,"['E Zsigmond', ' E Scheffler', ' TM Forte', ' R Potenz…']",, Journal of Biological …,,,44.0,2022-04-06
Ekkehard Scheffler,Amtliche Flächenstatistik-ALK-IÖR-Monitor-Ergebnisse eines Vergleichs,2011.0,"['G Meinel', ' E Scheffler ']",,,,,5.0,2022-04-06
Ekkehard Scheffler,"Tide induced velocity fluctuations in the grounding zone of Darwin Glacier, Antarctica, Revealed by GNSS and SAR satellite data.",2017.0,['E Scheffler '],,,,,1.0,2022-04-06
Ekkehard Scheffler,"Apolipoproteins in human amniotic fluid: concentrations, isoforms and polymorphism",1989.0,"['A Steinmetz', ' M Sefraoui', ' E Scheffler…']",, Gynecologic and …,,,1.0,2022-04-06
Marina Brunner,National character does not reflect mean personality trait levels in 49 cultures,2005.0,"['A Terracciano', ' AM Abdel']",,Khalek,,,590.0,2022-04-06
Marina Brunner,"The emergence of sex differences in personality traits in early adolescence: A cross-sectional, cross-cultural study.",2015.0,"['Corinna E Löckenhoff', 'RR McCrae…', 'M De Bolle', 'Paul T. Costa', 'Marleen De Bolle', 'Robert R. McCrae', 'Filip De Fruyt', 'F De Fruyt']",Article,Journal of Personality and Social Psychology,,10.1037/a0038497,149.0,
Marina Brunner,Stereotypes of age differences in personality traits: Universal and accurate: Correction to Chan et al. (2012),2018.0,"['W Chan', 'RR McCrae', 'L Jussim…', 'No authorship indicated', 'F De Fruyt']",Article,Journal of Personality and Social Psychology,,10.1037/pspp0000217,135.0,
Marina Brunner,Stereotypes of age differences in personality traits: Universal and accurate?,2014.0,"['W Chan', 'RR McCrae', 'L Jussim…', 'Daniel R Miramontez', 'Jean-Pierre Rolland', 'Veronica Benet', 'Florence Nansubuga', 'Jérôme Rossier', 'F De Fruyt']",Article,Achievement Motivation Inventory in Polish,,,135.0,
Marina Brunner,Stereotypes of age differences in personality traits: Universal and accurate?,2012.0,"['Wayne Chan', 'Corinna E Löckenhoff', 'W Chan', 'RR McCrae', 'L Jussim…', 'Lee Jussim', 'Robert R. McCrae', 'Filip De Fruyt', 'F De Fruyt']",Article,Journal of Personality and Social Psychology,,10.1037/a0029712,135.0,
Marina Brunner,Gender stereotypes of personality : universal and accurate?,2014.0,"['W Chan', 'RR McCrae…', 'Daniel R Miramontez', 'Jean-Pierre Rolland', 'Florence Nansubuga', 'Jérôme Rossier', 'CE Löckenhoff', 'Veronica Benet']",Article,Achievement Motivation Inventory in Polish,,,126.0,
Marina Brunner,Stereotypes of Age Differences in Personality Traits: Universal and Accurate?,2014.0,"['Wayne Chan', 'Corinna E Löckenhoff', 'W Chan', 'RR McCrae…', 'Lee Jussim', 'Filip De Fruyt', 'Robert R. McCrae', 'CE Löckenhoff']",Article,Journal of Personality and Social Psychology,,10.1037/a0029712,126.0,
Marina Brunner, Breaking ground in cross-cultural research on the fear of being laughed at (gelotophobia): A multi-national study involving 73 countries,2009.0,"['René T. Proyer', 'NS Ali', 'Hmoud Salem Al-Olimat', 'Toshihiko Amemiya', 'Willibald Ruch', 'Numan S. Ali', 'RT Proyer', 'HS Al', 'W Ruch']",Article,Humor - International Journal of Humor Research,,10.1515/HUMR.2009.012,97.0,
Marina Brunner, The inaccuracy of national character stereotypes,2013.0,"['Wayne Chan', 'Corinna E Löckenhoff', 'F De Fruyt…', 'W Chan', 'RR McCrae', 'Lee Jussim', 'Robert R. McCrae', 'Filip De Fruyt', 'L Jussim']",Article,Journal of Research in Personality,,10.1016/j.jrp.2013.08.006,70.0,
Marina Brunner,Listening to the Student Voice – Student Engagement in Professional Higher Education,2021.0,"['UD Ehlers', 'Marina Brunner', 'M Brunner', 'Ulf-Daniel Ehlers']",Article,10.38069/edenconf-2021-ac0033,,10.38069/edenconf-2021-ac0033,,
Marina Brunner,Listening to the student voice - student engagement in Professional Higher Education in Europe,2021.0,"['UD Ehlers', 'Marina Brunner', 'M Brunner', 'Ulf-Daniel Ehlers']",Conference Paper, EDEN Conference Proceedings,,,,
Marina Brunner,Product management for industrial product service systems: a model towards the understanding of the role of product management,,"['C Schieder', 'Marina Brunner', 'M Brunner', 'Christian Schieder']",Conference Paper,14th IADIS International Conference Information Systems 2021,,,,
Marina Brunner,Gender stereotypes of personality : universal and accurate?,2014.0,"['PT Costa', 'Daniel R Miramontez', 'Jean-Pierre Rolland', 'Veronica Benet', 'Florence Nansubuga', 'Jérôme Rossier', 'A Terracciano', 'J Siuta…', 'F De Fruyt']",Article,Achievement Motivation Inventory in Polish,,,,
Marina Brunner,Stereotypes of Age Differences in Personality Traits: Universal and Accurate?,2014.0,"['Wayne Chan', 'PT Costa', 'Corinna E Löckenhoff', 'Lee Jussim', 'A Terracciano', 'J Siuta…', 'Robert R. McCrae', 'Filip De Fruyt', 'F De Fruyt']",Article,Journal of Personality and Social Psychology,,10.1037/a0029712,,
Marina Brunner,The inaccuracy of national character stereotypes,2013.0,"['Wayne Chan', 'PT Costa', 'Y Shimonaka…', 'Corinna E Löckenhoff', 'Lee Jussim', 'J Siuta', 'Robert R. McCrae', 'Filip De Fruyt', 'F De Fruyt']",Article,Journal of Research in Personality,,10.1016/j.jrp.2013.08.006,,
Marina Brunner,Ein Zollstock genügt,2019.0,"['VM BRUNNER', ' C MONING…']",, NATURSCHUTZ und …,,,,2022-04-06
Marina Brunner,El Constructivismo...¿ una receta?,2010.0,['M Brunner'],,,,,,2022-04-06
Marina Brunner, Impact of complications of myocardial revascularization surgery on expenses during hospital stay,2019.0,"['JL Barbosa', 'AFR Silva…', 'CA Thiers', 'Anderson Ferreira Rolim da Silva', 'Clarissa Antunes Thiers', 'João Luis Barbosa', 'Paulo Otávio de Paula Ravaglia Gedeon', 'Marcos Maia Vianna']",Article,International Journal of Cardiovascular Sciences,,10.5935/2359-4802.20180083,7.0,
Marina Brunner,Asesoría psicológica¿ cuándo y cómo?,2015.0,"['Marina Brunner Sciarra', 'MB Sciarra']",Article, Revista Peruana de Ginecología y obstetricia,,10.31403/rpgo.v54i1114,3.0,
Nuo Li,"Compositional polarity of Triassic granitoids in the Qinling Orogen, China: implication for termination of the northernmost paleo-Tethys",2015.0,"['N Li', ' YJ Chen', ' M Santosh', ' F Pirajno']",,Gondwana Research,,,206.0,2022-04-06
Nuo Li,"Isotope systematics and fluid inclusion studies of the Qiyugou breccia pipe-hosted gold deposit, Qinling Orogen, Henan province, China: implications for ore genesis",2009.0,"['Y Chen', ' F Pirajno', ' N Li', ' D Guo', ' Y Lai']",,Ore Geology Reviews,,,191.0,2022-04-06
Nuo Li,The Mo deposits of Northeast China: a powerful indicator of tectonic settings and associated evolutionary trends,2017.0,"['YJ Chen', ' C Zhang', ' P Wang', ' F Pirajno', ' N Li']",,Ore Geology Reviews,,,171.0,2022-04-06
Nuo Li,东秦岭斑岩钼矿带的地质特征和成矿构造背景,2007.0,['李诺， 陈衍景， 张辉， 赵太平， 邓小华， 王运， 倪智勇'],,地学前缘,,,156.0,2022-04-06
Nuo Li,"Fluid evolution of the Yuchiling porphyry Mo deposit, east Qinling, China",2012.0,"['N Li', ' T Ulrich', ' YJ Chen', ' TB Thomsen', ' V Pease', ' F Pirajno']",,Ore Geology Reviews,,,146.0,2022-04-06
Nuo Li,"Triassic mineralization with Cretaceous overprint in the Dahu Au–Mo deposit, Xiaoqinling gold province: constraints from SHRIMP monazite U–Th–Pb geochronology",2011.0,"['N Li', ' YJ Chen', ' IR Fletcher', ' QT Zeng']",,Gondwana Research,,,145.0,2022-04-06
Nuo Li,"LA-ICP-MS zircon U–Pb dating, trace element and Hf isotope geochemistry of the Heyu granite batholith, eastern Qinling, central China: implications for Mesozoic tectono …",2012.0,"['N Li', ' YJ Chen', ' F Pirajno', ' HJ Gong', ' SD Mao', ' ZY Ni']",,Lithos,,,136.0,2022-04-06
Nuo Li,"Fluid inclusion study of the Nannihu giant porphyry Mo–W deposit, Henan Province, China: implications for the nature of porphyry ore-fluid systems formed in a continental …",2012.0,"['YF Yang', ' N Li', ' YJ Chen']",,Ore Geology Reviews,,,135.0,2022-04-06
Nuo Li,"The collision-type porphyry Mo deposits in Dabie Shan, China",2017.0,"['YJ Chen', ' P Wang', ' N Li', ' YF Yang', ' F Pirajno']",,Ore Geology Reviews,,,119.0,2022-04-06
