AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_PUBLISHER,PUB_CITATIONS,UPDATED
Martin Hornberger,Structure-specificity relationship of cardiac glycosides as a substrate for glucohydrolase II,2000,"['Y Terada', ' R Misoi', ' N Watanabe…']", Chemical and …,3.0,2022-03-04
Martin Hornberger,"Solar assisted heating of a business building by absorption heat pump, vertical ground heat exchangers and solar absorbers",1996,"['M Pfeil', ' M Hornberger', ' E Hahne ']",,2.0,2022-03-04
Martin Hornberger,Seasonal storage of solar energy in the Solaris Technology Park in Chemnitz,1996,"['M Pfeil', ' M Hornberger', ' E Hahne ']",,1.0,2022-03-04
Martin Hornberger,Digitale Korrekturplanung bei operativen Beinkorrekturen mit voll implantierbaren Distraktionsmarknägeln,2010,['M Hornberger '],,,2022-03-04
Martin Hornberger,Stellenwert adjuvanter Therapien des akuten Nierenversagens,2007,['M Hornberger'], Clinical research in cardiology supplements,,2022-03-04
Tim Jansen,[HTML][HTML] Clinical use of lactate monitoring in critically ill patients,2013,"['J Bakker', ' MWN Nijsten…']", Annals of …,412.0,2022-03-04
Tim Jansen,Blood lactate monitoring in critically ill patients: a systematic health technology assessment,2009,"['TC Jansen', ' J van Bommel', ' J Bakker']", Critical care medicine,361.0,2022-03-04
Tim Jansen,Gout: why is this curable disease so seldom cured?,2012,"['M Doherty', ' TL Jansen', ' G Nuki', ' E Pascual…']", Annals of the …,314.0,2022-03-04
Tim Jansen,"Early lactate-guided therapy in intensive care unit patients: a multicenter, open-label, randomized controlled trial",2010,"['TC Jansen', ' J van Bommel…']", American journal of …,958.0,2022-03-04
Tim Jansen,2015 gout classification criteria: an American College of Rheumatology/European League Against Rheumatism collaborative initiative,2015,"['T Neogi', ' TLTA Jansen', ' N Dalbeth…']", Arthritis & …,921.0,2022-03-04
Tim Jansen,The prognostic value of the subjective assessment of peripheral perfusion in critically ill patients,2009,"['A Lima', ' TC Jansen', ' J van Bommel', ' C Ince…']", Critical care …,282.0,2022-03-04
Tim Jansen,2018 updated European League Against Rheumatism evidence-based recommendations for the diagnosis of gout,2020,"['P Richette', ' M Doherty', ' E Pascual', ' V Barskova…']", Annals of the …,156.0,2022-03-04
Tim Jansen,[HTML][HTML] The prognostic value of blood lactate levels relative to that of vital signs in the pre-hospital setting: a pilot study,2008,"['TC Jansen', ' J van Bommel', ' PG Mulder…']", Critical …,227.0,2022-03-04
Tim Jansen,"Association between blood lactate levels, Sequential Organ Failure Assessment subscores, and 28-day mortality during early and late intensive care unit stay: a …",2009,"['TC Jansen', ' J van Bommel', ' R Woodward…']", Critical care …,203.0,2022-03-04
Tim Jansen,Improving cardiovascular and renal outcomes in gout: what should we target?,2014,"['P Richette', ' F Perez']",Ruiz,181.0,2022-03-04
Tim Jansen,Imaging modalities for the classification of gout: systematic literature review and meta-analysis,2015,"['A Ogdie', ' WJ Taylor', ' M Weatherall', ' J Fransen…']", Annals of the …,162.0,2022-03-04
Tim Jansen,Soluble uric acid primes TLR-induced proinflammatory cytokine production by human primary cells via inhibition of IL-1Ra,2016,"['TO Crișan', ' MCP Cleophas', ' M Oosting…']", Annals of the …,158.0,2022-03-04
Tim Jansen,Multinational evidence-based World Association of Sarcoidosis and Other Granulomatous Disorders recommendations for the use of methotrexate in sarcoidosis …,2013,"['JP Cremers', ' M Drent', ' A Bast…']", Current Opinion in …,153.0,2022-03-04
Tim Jansen,[HTML][HTML] Low tissue oxygen saturation at the end of early goal-directed therapy is associated with worse outcome in critically ill patients,2009,"['A Lima', ' J van Bommel', ' TC Jansen', ' C Ince…']", Critical …,152.0,2022-03-04
Tim Jansen,[HTML][HTML] Gout—current diagnosis and treatment,2009,"['AK Tausche', ' TL Jansen', ' HE Schröder…']", Deutsches Ärzteblatt …,140.0,2022-03-04
Tim Jansen,Practical eminence and experience-based recommendations for use of TNF-alpha inhibitors in sarcoidosis,2014,"['M Drent', ' JP Cremers', ' TL Jansen…']", Sarcoidosis Vasc Diffuse …,107.0,2022-03-04
Tim Jansen,"[HTML][HTML] Don't take vitals, take a lactate",2007,"['J Bakker', ' TC Jansen']", Intensive care medicine,124.0,2022-03-04
Tim Jansen,Performance of ultrasound in the diagnosis of gout in a multicenter study: comparison with monosodium urate monohydrate crystal analysis as the gold standard,2017,"['A Ogdie', ' WJ Taylor', ' T Neogi', ' J Fransen…']", Arthritis & …,97.0,2022-03-04
Tim Jansen,Study for updated gout classification criteria: identification of features to classify gout,2015,"['WJ Taylor', ' J Fransen', ' TL Jansen…']", Arthritis care & …,95.0,2022-03-04
Tim Jansen,Genome-wide association analysis of anti-TNF drug response in patients with rheumatoid arthritis,2013,"['MU Mirkov', ' J Cui', ' SH Vermeulen', ' EA Stahl…']", Annals of the …,102.0,2022-03-04
Tim Jansen,Stopping tumor necrosis factor inhibitor treatment in patients with established rheumatoid arthritis in remission or with stable low disease activity: a pragmatic …,2016,"['M Ghiti Moghadam', ' HE Vonkeman…']", Arthritis & …,79.0,2022-03-04
Tim Jansen,Association of the TNF-α G-308A polymorphism with TNF-inhibitor response in sarcoidosis,2014,"['PA Wijnen', ' JP Cremers', ' PJ Nelemans…']", European …,84.0,2022-03-04
Tim Jansen,Influence of age on the outcome of antitumour necrosis factor alpha therapy in rheumatoid arthritis,2009,"['BJ Radovits', ' W Kievit', ' J Fransen…']", Annals of the …,87.0,2022-03-04
Tim Jansen,Suppression of monosodium urate crystal-induced cytokine production by butyrate is mediated by the inhibition of class I histone deacetylases,2016,"['MCP Cleophas', ' TO Crişan', ' H Lemmers…']", Annals of the …,77.0,2022-03-04
Tim Jansen,"Anakinra for the treatment of acute gout flares: a randomized, double-blind, placebo-controlled, active-comparator, non-inferiority trial",2019,"['CA Janssen', ' MAH Oude Voshaar', ' HE Vonkeman…']", …,49.0,2022-03-04
Tim Jansen,Deferred proxy consent in emergency critical care research: ethically valid and practically feasible,2009,"['TC Jansen', ' EJO Kompanje', ' J Bakker']", Critical care medicine,82.0,2022-03-04
Tim Jansen,"Gout, Hyperuricemia, and Crystal‐Associated Disease Network Consensus Statement regarding labels and definitions for disease elements in gout",2019,"['D Bursill', ' WJ Taylor', ' R Terkeltaub…']", Arthritis care & …,53.0,2022-03-04
Tim Jansen,[HTML][HTML] Biochemical effectiveness of allopurinol and allopurinol-probenecid in previously benzbromarone-treated gout patients,2007,"['MK Reinders', ' EN van Roon', ' PM Houtman…']", Clinical …,96.0,2022-03-04
Tim Jansen,"[HTML][HTML] Cost-effectiveness of abatacept, rituximab, and TNFi treatment after previous failure with TNFi treatment in rheumatoid arthritis: a pragmatic multi-centre …",2015,"['SHM Manders', ' W Kievit…']", Arthritis …,66.0,2022-03-04
Tim Jansen,Prognostic value of blood lactate levels: does the clinical diagnosis at admission matter?,2009,"['TC Jansen', ' J van Bommel', ' PG Mulder…']", Journal of Trauma …,80.0,2022-03-04
Tim Jansen,[HTML][HTML] The discriminative capacity of soluble Toll-like receptor (sTLR) 2 and sTLR4 in inflammatory diseases,2014,"['J Ten Oever', ' M Kox', ' FL van de Veerdonk…']", BMC immunology,60.0,2022-03-04
Tim Jansen,"Gout, Hyperuricaemia and Crystal-Associated Disease Network (G-CAN) consensus statement regarding labels and definitions of disease states of gout",2019,"['D Bursill', ' WJ Taylor', ' R Terkeltaub…']", Annals of the …,47.0,2022-03-04
Tim Jansen,[HTML][HTML] Deferred consent in emergency intensive care research: what if the patient dies early? Use the data or not?,2007,"['TC Jansen', ' EJO Kompanje', ' C Druml', ' DK Menon…']", Intensive care …,68.0,2022-03-04
Tim Jansen,New classification criteria for gout: a framework for progress,2013,"['N Dalbeth', ' J Fransen', ' TL Jansen', ' T Neogi…']", …,60.0,2022-03-04
Tim Jansen,Performance of classification criteria for gout in early and established disease,2016,"['WJ Taylor', ' J Fransen', ' N Dalbeth', ' T Neogi…']", Annals of the …,51.0,2022-03-04
Tim Jansen,The reason for discontinuation of the first tumor necrosis factor (TNF) blocking agent does not influence the effect of a second TNF blocking agent in patients with …,2009,"['M Blom', ' W Kievit', ' J Fransen', ' IH Kuper…']", The Journal of …,70.0,2022-03-04
Tim Jansen,Systematic genetic analysis of early-onset gout: ABCG2 is the only associated locus,2020,"['F Zaidi', ' RK Narang', ' A Phipps']",,17.0,2022-03-04
Tim Jansen,[HTML][HTML] Pleiotropic effect of the ABCG2 gene in gout: involvement in serum urate levels and progression from hyperuricemia to gout,2020,"['R Wrigley', ' AJ Phipps']",Green,13.0,2022-03-04
Tim Jansen,Leflunomide for the treatment of rheumatoid arthritis in clinical practice,2004,"['EN Van Roon', ' TLTA Jansen', ' NM Houtman', ' P Spoelstra…']", Drug safety,78.0,2022-03-04
Tim Jansen,"Crystal-proven gout patients have an increased mortality due to cardiovascular diseases, cancer, and infectious diseases especially when having tophi and/or high …",2019,"['IJM Disveld', ' S Zoakman', ' TLTA Jansen', ' GA Rongen…']", Clinical …,21.0,2022-03-04
Tim Jansen,Modeling of atmospheric and vacuum petroleum residue hydroconversion in a slurry semi-batch reactor: Study of hydrogen consumption,2019,"['P Álvarez', ' B Browning', ' T Jansen', ' M Lacroix…']", Fuel Processing …,21.0,2022-03-04
Tim Jansen,[HTML][HTML] The Toll-Like Receptor 4 (TLR4) Variant rs2149356 and Risk of Gout in European and Polynesian Sample Sets,2016,"['H Rasheed', ' C McKinney', ' LK Stamp', ' N Dalbeth…']", PloS one,36.0,2022-03-04
Tim Jansen,International position paper on febuxostat,2010,"['TL Jansen', ' P Richette', ' F Perez']",Ruiz,60.0,2022-03-04
Tim Jansen,Serum MMP-3 level as a biomarker for monitoring and predicting response to etanercept treatment in ankylosing spondylitis,2011,"['S Arends', ' H GROEN', ' PM HOUTMAN…']", The Journal of …,44.0,2022-03-04
Tim Jansen,Identifying potential classification criteria for calcium pyrophosphate deposition disease (CPPD): Item generation and item reduction,2021,"['SK Tedeschi', ' T Pascart', ' A Latourte…']", Arthritis Care & …,4.0,2022-03-04
Tim Jansen,Hyperglycemia in children with meningococcal sepsis and septic shock: the relation between plasma levels of insulin and inflammatory mediators,2006,"['DA Van Waardenburg', ' TC Jansen…']", The Journal of …,69.0,2022-03-04
Tim Jansen,Survey definitions of gout for epidemiologic studies: comparison with crystal identification as the gold standard,2016,"['N Dalbeth', ' HR Schumacher', ' J Fransen…']", Arthritis care & …,30.0,2022-03-04
Tim Jansen,[HTML][HTML] Multi-biomarker disease activity score as a predictor of disease relapse in patients with rheumatoid arthritis stopping TNF inhibitor treatment,2018,"['M Ghiti Moghadam', ' FBG Lamers']",,18.0,2022-03-04
Tim Jansen,"Gout lessons from 2018: CARES, a direct comparison of febuxostat vs allopurinol, and CANTOS, IL1 blocker for cardiovascular risk minimisation",2019,"['TLTA Jansen', ' M Janssen']", Clinical Rheumatology,16.0,2022-03-04
Tim Jansen,Simulation based optimization of the NC-shape grinding process with toroid grinding wheels,2007,"['K Weinert', ' H Blum', ' T Jansen', ' A Rademacher']", Production Engineering,53.0,2022-03-04
Tim Jansen,[HTML][HTML] The utility of peritoneal drains in patients with perforated appendicitis,2015,"['MA Beek', ' TS Jansen', ' JW Raats…']", …,30.0,2022-03-04
Tim Jansen,Limited value for ultrasonography in predicting flare in rheumatoid arthritis patients with low disease activity stopping TNF inhibitors,2017,['FB Lamers'],Karnebeek,21.0,2022-03-04
Tim Jansen,[HTML][HTML] Efficacy and safety of lesinurad for the treatment of hyperuricemia in gout,2019,['F Pérez'],Ruiz,14.0,2022-03-04
Tim Jansen,Why opioids and sedatives may prolong life rather than hasten death after ventilator withdrawal in critically ill patients,2008,"['J Bakker', ' TC Jansen', ' A Lima…']", American Journal of …,42.0,2022-03-04
Tim Jansen,"A delphi exercise to identify characteristic features of gout—opinions from patients and physicians, the first stage in developing new classification criteria",2013,"['RL Prowse', ' N Dalbeth', ' A Kavanaugh…']", The Journal of …,34.0,2022-03-04
Tim Jansen,[HTML][HTML] Genetic variants in toll-like receptors are not associated with rheumatoid arthritis susceptibility or anti-tumour necrosis factor treatment outcome,2010,"['MJH Coenen', ' C Enevold', ' P Barrera…']", PLoS …,39.0,2022-03-04
Tim Jansen,[HTML][HTML] Inability to obtain deferred consent due to early death in emergency research: effect on validity of clinical trial results,2010,"['TC Jansen', ' J Bakker', ' EJO Kompanje']", Intensive care medicine,37.0,2022-03-04
Tim Jansen,[HTML][HTML] A systematic literature review of patient-reported outcome measures used in gout: an evaluation of their content and measurement properties,2019,"['CA Janssen', ' MAH Oude Voshaar…']", Health and quality of life …,10.0,2022-03-04
Tim Jansen,Outcomes of care among patients with gout in Europe: a cross-sectional survey,2022,"['R Te Kampe', ' TL Jansen', ' C van Durme…']", The Journal of …,1.0,2022-03-04
Tim Jansen,[HTML][HTML] Quality of care in gout: a clinical audit on treating to the target with urate lowering therapy in real-world gout patients,2017,"['CA Janssen', ' TLTA Jansen', ' MAH Oude Voshaar…']", Rheumatology …,17.0,2022-03-04
Tim Jansen,Machining Aspects for the Drilling of C/C‐SiC Materials,2008,"['K Weinert', ' T Jansen']", Ceramic matrix composites: fiber …,28.0,2022-03-04
Tim Jansen,[HTML][HTML] The American College of Physicians and the 2017 guideline for the management of acute and recurrent gout: treat to avoiding symptoms versus treat to target,2017,"['TL Jansen', ' M Janssen']", Clinical Rheumatology,15.0,2022-03-04
Tim Jansen,Distributed lump kinetic modeling for slurry phase vacuum residue hydroconversion,2019,"['B Browning', ' I Pitault', ' F Couenne', ' T Jansen…']", Chemical Engineering …,11.0,2022-03-04
Tim Jansen,Impact of unconverted residue recycling on slurry-phase hydroconversion performance in a continuous microscale pilot unit,2020,"['P Alvarez', ' B Browning', ' M Lacroix', ' T Jansen…']", Energy & …,4.0,2022-03-04
Tim Jansen,Effectiveness of a third tumor necrosis factor-α-blocking agent compared with rituximab after failure of 2 TNF-blocking agents in rheumatoid arthritis,2011,"['M Blom', ' W Kievit', ' ART Donders…']", The Journal of …,28.0,2022-03-04
Tim Jansen,"Assessment of fatigue in rheumatoid arthritis: a psychometric comparison of single-item, multiitem, and multidimensional measures",2015,"['MAHO Voshaar', ' M Peter', ' C Bode…']", The Journal of …,21.0,2022-03-04
Tim Jansen,[HTML][HTML] A comparison of an interferon-gamma release assay and tuberculin skin test in refractory inflammatory disease patients screened for latent tuberculosis prior …,2011,"['AJ Kwakernaak', ' PM Houtman', ' JFL Weel…']", Clinical …,26.0,2022-03-04
Tim Jansen,Diagnostic arthrocentesis for suspicion of gout is safe and well tolerated,2016,"['WJ Taylor', ' J Fransen', ' N Dalbeth', ' T Neogi…']", The Journal of …,20.0,2022-03-04
Tim Jansen,Sex differences in the clinical profile among patients with gout: cross-sectional analyses of an observational study,2021,"['R Te Kampe', ' M Janssen', ' C van Durme…']", The Journal of …,5.0,2022-03-04
Tim Jansen,International position paper on the appropriate use of uricosurics with the introduction of lesinurad,2018,"['TL Jansen', ' F Perez']",Ruiz,11.0,2022-03-04
Tim Jansen,[HTML][HTML] A low aldosterone/renin ratio and high soluble ACE2 associate with COVID-19 severity,2022,"['S Akin', ' P Schriek', ' C van Nieuwkoop…']", Journal of …,2.0,2022-03-04
Tim Jansen,"Rituximab in cryoglobulinaemic vasculitis, evidence for its effectivity: a case report and review of literature",2011,"['F Wink', ' PM Houtman', ' TLTA Jansen']", Clinical rheumatology,30.0,2022-03-04
Tim Jansen,Pulmonology meets rheumatology in sarcoidosis: a review on the therapeutic approach,2014,"['M Drent', ' JP Cremers', ' TL Jansen']", Current Opinion in …,18.0,2022-03-04
Tim Jansen,Effectiveness of tumor necrosis factor inhibitors in combination with various csDMARD in the treatment of rheumatoid arthritis: data from the DREAM registry,2016,"['SHM Manders', ' W Kievit', ' TLTA Jansen…']", The Journal of …,15.0,2022-03-04
Tim Jansen,Characterization of a continuous micro-scale pilot unit for petroleum residue hydroconversion with dispersed catalysts: Hydrodynamics and performances in once …,2014,"['T Jansen', ' D Guerry', ' D Gotteland', ' R Bacaud…']", Chemical Engineering …,17.0,2022-03-04
Tim Jansen,"A Review of Thermal Cracking, Hydrocracking, and Slurry Phase Hydroconversion Kinetic Parameters in Lumped Models for Upgrading Heavy Oils",2021,"['B Browning', ' P Alvarez', ' T Jansen', ' M Lacroix…']", Energy & …,,2022-03-04
Tim Jansen,Understanding the patient voice in gout: a quantitative study conducted in Europe,2020,"['M De Meulemeester', ' E Mateus', ' H Wieberneit']",,6.0,2022-03-04
Tim Jansen,Vasodilator function worsens after cessation of tumour necrosis factor inhibitor therapy in patients with rheumatoid arthritis only if a flare occurs,2018,"['GA Rongen', ' I van Ingen', ' M Kok', ' H Vonkeman…']", Clinical …,12.0,2022-03-04
Tim Jansen,Intrapericardial delivery of amiodarone and sotalol: atrial transmural drug distribution and electrophysiological effects,2009,"['RW Bolderman', ' JJR Hermans…']", Journal of …,22.0,2022-03-04
Tim Jansen,Effectiveness of TNF inhibitor treatment with various methotrexate doses in patients with rheumatoid arthritis: results from clinical practice,2015,"['SHM Manders', ' W Kievit', ' E Adang', ' TJ Jansen…']", Annals of the …,17.0,2022-03-04
Tim Jansen,Study of prepolymerization complex formation in the synthesis of steroid-based molecularly imprinted polymers,2012,"['C Sanglar', ' T Jansen', ' MC Silaghi', ' J Mernier…']", Analytical …,17.0,2022-03-04
Tim Jansen,An Economic Evaluation of Stopping Versus Continuing Tumor Necrosis Factor Inhibitor Treatment in Rheumatoid Arthritis Patients With Disease Remission or Low …,2018,"['A Tran‐Duy', ' M Ghiti Moghadam…']", Arthritis & …,9.0,2022-03-04
Tim Jansen,Total and high‐affinity corticosteroid‐binding globulin depletion in septic shock is associated with mortality,2019,"['EJ Meyer', ' MA Nenke', ' W Rankin', ' JG Lewis…']", Clinical …,9.0,2022-03-04
Tim Jansen,Impact of stopping tumor necrosis factor inhibitors on rheumatoid arthritis patients' burden of disease,2018,"['M Ghiti Moghadam', ' PM Ten Klooster…']", Arthritis care & …,9.0,2022-03-04
Tim Jansen,[HTML][HTML] Development of a patient decision aid for the initiation of urate-lowering therapy in gout patients,2022,"['R Te Kampe', ' A Boonen', ' T Jansen', ' M Janssen…']", RMD open,,2022-03-04
Tim Jansen,Anaphylactic reaction in a patient with rheumatoid arthritis: a rare side effect of methotrexate with etanercept as a provoking factor?,2006,"['PM Houtman', ' TL Jansen', ' R Blanken']", JCR: Journal of Clinical …,19.0,2022-03-04
Tim Jansen,Impaired vasodilator response to atrial natriuretic factor in IDDM,1993,"['P Smits', ' FMRJ Hersbach', ' TLTA Jansen', ' T Thien…']", Diabetes,22.0,2022-03-04
Tim Jansen,Epidemiological survey of the Dutch Coeliac Disease Society: an update 1992,1993,"['TLTA Jansen', ' CJJ Mulder', ' PHZ Karssen…']", European journal of …,26.0,2022-03-04
Tim Jansen,Simulation of petroleum residue hydroconversion in a continuous pilot unit using batch reactor experiments and a cold mock-up,2014,"['T Jansen', ' D Guerry', ' E Leclerc', ' M Ropars…']", Industrial & …,11.0,2022-03-04
Tim Jansen,[HTML][HTML] Tapering and discontinuation of methotrexate in patients with RA treated with TNF inhibitors: data from the DREAM registry,2015,"['SHM Manders', ' MAFJ van de Laar…']", RMD open,12.0,2022-03-04
Tim Jansen,A comparison of the vasodilator responses to atrial peptides in the pulmonary and renal arteries of the pig in vitro,1987,"['TLTA Jansen', ' AH Morice…']", British journal of …,37.0,2022-03-04
Tim Jansen,The potential risk of infections during (prolonged) rituximab therapy in rheumatoid arthritis,2011,"['IH Brinkman', ' MAFJ Laar', ' TL Jansen…']", Expert opinion on drug …,14.0,2022-03-04
