AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_PUBLISHER,PUB_CITATIONS,UPDATED
Friedrich Augenstein,Group I Report: Authoring Systems,1994,"['GS Owen', ' V Burrill', ' J Andersson', ' F Augenstein', ' J Bolter…']", Multimedia,1.0,2022-03-04
Friedrich Augenstein,"The implementation of the''Smart Grid''-preached but not practised; Die Realisierung des''Smart Grids''. In aller Munde, aber nicht in der Umsetzung",2011,"['F Augenstein', ' L Einhellig', ' I Kohl']", ET,2.0,2022-03-04
Friedrich Augenstein,Consulting Self-services—A Multi-project Management Application,2018,['F Augenstein'], Digital Transformation of the Consulting Industry,,2022-03-04
Friedrich Augenstein,System architecture,8800,"['F Augenstein', ' T Ottmann', ' J Schöning']",,,2022-03-04
Friedrich Augenstein,Fremdbezug von Dienstleistungen—Koordination vieler Beteiligter durch Geschäftsprozeßmodellierung,1998,['F Augenstein'], Informationsmodellierung,1.0,2022-03-04
Friedrich Augenstein,Design-und Didaktikhilfen als vorimplementierte Modelle für den Lernsoftware-Entwurf,1991,"['FE Augenstein', ' J Schöning', ' T Jechle…']", Informatik und Schule,1.0,2022-03-04
Friedrich Augenstein,Design-und Didaktikhilfen als vorimplementierte Modelle für,2013,"['F Augenstein', ' T Jechle', ' J Schöning…']", Informatik und Schule …,,2022-03-04
Timo Baas,Relationship banking and SMEs: A theoretical analysis,2006,"['T Baas', ' M Schrooten']", Small business economics,382.0,2022-03-04
Timo Baas,"Labor mobility in the enlarged EU: Who wins, who loses?",2009,"['T Baas', ' H Brücker', ' A Hauptmann']", EU labor markets after post …,61.0,2022-03-04
Timo Baas,"Labour mobility in the EU: Dynamics, patterns and policies",2014,"['M Barslund', ' M Busse', ' C Vargas']",Silva,44.0,2022-03-04
Timo Baas,Macroeconomic impact of Eastern enlargement on Germany and UK: evidence from a CGE model,2010,"['T Baas', ' H Brücker']", Applied Economics Letters,40.0,2022-03-04
Timo Baas,The macroeconomic consequences of migration diversion: Evidence for Germany and the UK,2012,"['T Baas', ' H Brücker']", Structural Change and Economic Dynamics,30.0,2022-03-04
Timo Baas,EU Eastern Enlargement: The benefits from integration and free labour movement,2011,"['T Baas', ' H Brücker']", CESifo DICE Report,30.0,2022-03-04
Timo Baas,The Macroeconomic Impact of Remittances: A sending country perspective,2016,"['T Baas', ' S Melzer ']",,24.0,2022-03-04
Timo Baas,Macroeconomic consequences of migration diversion: A CGE simulation for Germany and the UK,2008,"['T Baas', ' H Brücker ']",,25.0,2022-03-04
Timo Baas,Arbeitnehmerfreizügigkeit zum 1. Mai 2011: Mehr Chancen als Risiken für Deutschland,2011,"['T Baas', ' H Brücker ']",,38.0,2022-03-04
Timo Baas,Times of crisis and female labor force participation-Lessons from the Spanish flu,2017,"['T Baas', ' F Shamsfakhr']", the Annual International Conference on …,5.0,2022-03-04
Timo Baas,Relationship banking and SMEs,2005,"['T Baas', ' M Schrooten']", A Theoretical Analysis. DIW Discussion Papers,6.0,2022-03-04
Timo Baas,Labour Market Reforms and Current Account Imbalances: Beggar-thy-neighbour policies in a currency union?,2014,"['T Baas', ' AH Belke']", CEPS Working Documents,4.0,2022-03-04
Timo Baas,Labor market reforms and current account imbalances-beggar-thy-neighbor policies in a currency union?,2014,"['T Baas', ' AH Belke']", Ruhr Economic Paper,4.0,2022-03-04
Timo Baas,EU-Osterweiterung: Positive Effekte durch Arbeitsmigration,2009,"['T Baas', ' H Brücker', ' A Hauptmann ']",,13.0,2022-03-04
Timo Baas,The economic benefits of EU-13 membership,2020,['T Baas '],,1.0,2022-03-04
Timo Baas,Estonia and the European Monetary Union–Are There Benefits from a'Late'Accession?,2471,['T Baas'], Available at SSRN,3.0,2022-03-04
Timo Baas,Theoretische Analyse der Gewinnsituation im deutschen Bankensektor,2005,"['T Baas', ' M Schrooten ']",,9.0,2022-03-04
Timo Baas,EU-Osterweiterung: Beachtliche Gewinne für die deutsche Volkswirtschaft,2007,"['T Baas', ' H Brücker', ' E Hönekopp ']",,12.0,2022-03-04
Timo Baas,"Oil price shocks, monetary policy and current account imbalances within a currency union",2018,"['T Baas', ' AH Belke']", CEPS Working Document,2.0,2022-03-04
Timo Baas,Arbeitnehmerfreizügigkeit: Neue Potenziale werden bisher kaum genutzt,2011,"['T Baas', ' H Brücker', ' M Dietz', ' A Kubis', ' A Müller ']",,7.0,2022-03-04
Timo Baas,Erste Bilanz der EU-Osterweiterung: Importe der neuen Mitgliedsländer aus der Eurozone gewinnen an Bedeutung,2005,"['T Baas', ' M Schrooten']", DIW Wochenbericht,7.0,2022-03-04
Timo Baas,European Integration Consortium,2014,"['H Brücker', ' T Baas', ' I Beleva', ' S Bertoli', ' T Boeri…']", Accessed …,1.0,2022-03-04
Timo Baas,Theoretische Analyse der Gewinnsituation im deutschen Bankensektor: Kreditvergabestrategie sichert Sparkassen und Genossenschaftsbanken Vorteile,2005,"['T Baas', ' M Schrooten ']",,1.0,2022-03-04
Timo Baas,Unionsbürgerinnen und-bürger in Deutschland,2019,['T Baas'], Übersichtsstudie zu Vorteilen und …,2.0,2022-03-04
Timo Baas,"Oil price shocks, monetary policy and current account imbalances within a currency union. CEPS Working Document No 2018/01, January 2018",2018,"['T Baas', ' A Belke ']",,,2022-03-04
Timo Baas,Arbeitnehmerfreizügigkeit in der Europäischen Union: Konsequenzen für den deutschen Arbeitsmarkt,2011,"['T Baas', ' E Jahn', ' M König', ' J Möller', ' K Ziegler ']",,2.0,2022-03-04
Timo Baas,The German Economic Review acknowledges the work of,2015,"['A Achtziger', ' H Aghadadashli', ' M Almunia…']", German Economic …,,2022-03-04
Timo Baas,"Oil price shocks, monetary policy and current account imbalances within a currency union",2019,"['A Belke', ' T Baas ']",,2.0,2022-03-04
Timo Baas,Stability and Eurozone membership: Should a small transition country join?,2013,['T Baas '],,,2022-03-04
Timo Baas,The macroeconom migration,,"['T Baas', ' H Brücker ']",,,2022-03-04
Timo Baas,IAB Discussion Paper 3/2008,,"['T Baas', ' H Brücker ']",,,2022-03-04
Timo Baas,"European Integration Consortium IAB, CMR, fRDB, GEP, WIFO, wiiw",,"['T Baas', ' H Brücker', ' A Hauptmann', ' EJ Jahn ']",,,2022-03-04
Timo Baas,Macroeconomic Stability and the Single European Labor Market,2015,"['T Baas', ' M Aikimbaeva ']",,,2022-03-04
Timo Baas,Macroeconomic Stability and the Single European Labor Market,2016,"['M Aikimbaeva', ' T Baas ']",,,2022-03-04
Timo Baas,The Eastern Enlargement of the EU-An Initial Assessment: Growing Imports to the New Member States from the Euro Zone,2005,"['T Baas', ' M Schrooten']", Weekly Report,,2022-03-04
Timo Baas,"Unter welchen Bedingungen ist ein Beitritt zu einer Währungsunion optimal?: eine Analyse stabilitätspolitischer Konsequenzen, statischer Effekte und …",2010,['T Baas '],,1.0,2022-03-04
Timo Baas,Die wirtschaftliche Bedeutung der Arbeitnehmerfreizügigkeit aus deutscher Sicht,2012,['T Baas'], … im Verhältnis zwischen Deutschland und Polen aus …,1.0,2022-03-04
Timo Baas,Rücküberweisungen durch Migrantinnen und Migranten: finanzmarktbezogene Gründe und wirtschaftliche Folgen,2018,['T Baas'], Vierteljahrshefte zur Wirtschaftsforschung,,2022-03-04
Timo Baas,[BOOK][B] Migrationssteuerung vor dem Hintergrund individueller Verhaltensweisen von Migranten,2012,['T Baas '],,,2022-03-04
Timo Baas,Die Disparität der Sparquoten Ost-und Westdeutschlands: kann der spezifische ostdeutsche Transformationsprozess die Abweichung erklären?,2006,['T Baas'], Vierteljahrshefte zur Wirtschaftsforschung,,2022-03-04
Timo Baas,Publikationen,,"['T Baas', ' H Brücker', ' J Fuchs', ' E Hönekopp…']",,,2022-03-04
Timo Baas,IAB Kurzbericht,,"['HB von Timo Baas', ' M Dietz', ' A Kubis', ' A Müller ']",,,2022-03-04
Mario Babilon,Octupole collectivity in the Sm isotopes,2005,"['M Babilon', ' NV Zamfir', ' D Kusnezov', ' EA McCutchan…']", Physical Review C,37.0,2022-03-04
Mario Babilon,Octupole correlations in the N 88 region in the framework of the spdf-IBA,2003,"['M Babilon', ' NV Zamfir', ' D Kusnezov…']", APS Division of …,,2022-03-04
Mario Babilon,Study of octupole correlations in rare earth nuclei,2005,['M Babilon '],,,2022-03-04
Mario Babilon,Long-term study of the stability of germanium detector electronics for gain matching.,2003,"['C Yerino', ' H Andreas', ' HC Ai', ' R Casten…']", APS Division of …,,2022-03-04
Mario Babilon,Bremsstrahlung photons-an ideal tool in nuclear structure and nuclear astrophysics,2005,['M Babilon '],,,2022-03-04
Mandy Badermann,Does negatively toned language use on social media lead to attitude polarization?,2021,"['J Buder', ' L Rabl', ' M Feiks', ' M Badermann…']", Computers in Human …,8.0,2022-03-04
Mandy Badermann,Does Negatively Toned Language Use on Social Media Lead to Attitude Polarization?,2020,"['J Buder', ' L Rabl', ' M Feiks', ' M Badermann', ' G Zurstiege ']",,,2022-03-04
Mandy Badermann,Wie wirkt Humboldt reloaded,2014,"['E Oberhauser', ' D Schröter…']", Eine …,4.0,2022-03-04
Robin Bauer,[BOOK][B] Queer BDSM intimacies: Critical consent and pushing boundaries,2014,['R Bauer '],,165.0,2022-03-04
Robin Bauer,Transgressive and transformative gendered sexual practices and white privileges: The case of the dyke/trans BDSM communities,2008,['R Bauer'], Women's Studies Quarterly,108.0,2022-03-04
Robin Bauer,Non-monogamy in queer BDSM communities: Putting the sex back into alternative relationship practices and discourse,2010,['R Bauer'],,68.0,2022-03-04
Robin Bauer,Congenital brain and spinal cord malformations and their associated cutaneous markers,2015,"['M Dias', ' M Partington', ' J Ragheb', ' PR Aldana…']", …,49.0,2022-03-04
Robin Bauer,Playgrounds and new territories--The potential of BDSM practices to queer genders.,2007,['R Bauer '],,46.0,2022-03-04
Robin Bauer,Bois and grrrls meet their daddies and mommies on gender playgrounds: Gendered age play in the les-bi-trans-queer BDSM communities,2018,['R Bauer'], Sexualities,22.0,2022-03-04
Robin Bauer,Queering consent: Negotiating critical consent in les-bi-trans-queer BDSM contexts,2021,['R Bauer'], Sexualities,3.0,2022-03-04
Robin Bauer,Desiring masculinities while desiring to question masculinity? How embodied masculinities are renegotiated in les-bi-trans-queer BDSM practices,2016,['R Bauer'], Norma,14.0,2022-03-04
Robin Bauer,Cybercocks and Holodicks: Renegotiating the boundaries of material embodiment in Les-bi-trans-queer BDSM practices,2018,['R Bauer'], Graduate Journal of Social Science,9.0,2022-03-04
Robin Bauer,BDSM relationships,2019,['R Bauer'], Expanding the Rainbow,4.0,2022-03-04
Robin Bauer,Polyamorie: Mono-Normativität–Dissidente Mikropolitik–Begehren als transformative Kraft?,2014,"['M Pieper', ' R Bauer']", Journal für Psychologie,17.0,2022-03-04
Robin Bauer,Exploring Exuberant Intimacies,2014,['R Bauer'], Queer BDSM Intimacies,6.0,2022-03-04
Robin Bauer,Grundlagen der Wissenschaftstheorie und Wissenschaftsforschung,2006,['R Bauer'], Geschlechterforschung und Naturwissenschaften,14.0,2022-03-04
Robin Bauer,The effect of footwear on multi-segment foot kinematics during running,2012,"['RL Bauer', ' MN Joshi', ' TR Klinkner', ' SC Cobb']", Journal of Foot and Ankle …,4.0,2022-03-04
Robin Bauer,Biologie als Schicksal? Kommentar zu „Wie viele Geschlechter gibt es und kann man sie wechseln?“aus wissenschafts-und gesellschaftstheoretischer Perspektive,2019,['R Bauer'], Zeitschrift für Sexualforschung,6.0,2022-03-04
Robin Bauer,Queeriser les genres dans les 'communautés gouines BDSM',2008,['R Bauer'], Cahiers du Genre,8.0,2022-03-04
Robin Bauer,Unbeschreiblich männlich,2007,"['R Bauer', ' J Hoenes…']", …,19.0,2022-03-04
Robin Bauer,Negotiating critical consent,2014,['R Bauer'], Queer BDSM Intimacies,2.0,2022-03-04
Robin Bauer,Chemie: Das Geschlecht des Labors–Geschlechterverhältnisse und-vorstellungen in chemischen Verbindungen und Reaktionen,2008,['R Bauer'],,7.0,2022-03-04
Robin Bauer,Tierisch menschlich. Ein un/geliebter Dualismus und seine Wirkungen,2006,"['S Ebeling', ' S Schmitz', ' R Bauer']", Geschlechterforschung und …,8.0,2022-03-04
Robin Bauer,Zwischen Phantasie und Realität: Die Debatte um BDSM in queeren Räumen,1980,['R Bauer'], QuerVerbindungen: Interdisziplinäre Annäherungen an …,5.0,2022-03-04
Robin Bauer,Trans* Verkörperungen in queeren BDSM Praktiken,2015,['R Bauer'], Zeitschrift für Sexualforschung,4.0,2022-03-04
Robin Bauer,Viskoelastische Dämpfungsoptimierung von Flügelschwingungen,2021,['R Bauer '],,1.0,2022-03-04
Robin Bauer,Sexualpädagogik der Vielfalt in der Kinder-und Jugendarbeit,2020,['R Bauer'],,1.0,2022-03-04
Robin Bauer,Distal foot segment joint coupling patterns during walking gait,2014,"['SC Cobb', ' RL Bauer', ' MN Joshi']", Journal of Foot and Ankle Research,1.0,2022-03-04
Robin Bauer,The effects of plantar fasciitis on multi-segment foot running gait kinematics,2012,['RL Bauer '],,1.0,2022-03-04
Robin Bauer,Interdisziplinäre Perspektiven auf BDSM aus queer-theoretischer Sicht,2020,['R Bauer'], … Perspektiven aus Wissenschaft und Praxis. Weinheim …,2.0,2022-03-04
Robin Bauer,Vom liberalen zum kritischen Konsens. Ein empirischer Blick auf Praxen der Aushandlung von Konsens in queeren BDSM-Kontexten,2016,['R Bauer'], Wer liebt,2.0,2022-03-04
Robin Bauer,The Culture of Dyke+ Queer BDSM,2014,['R Bauer'], Queer BDSM Intimacies,,2022-03-04
Robin Bauer,The Sexual Politics of Exuberant Intimacy,2014,['R Bauer'], Queer BDSM Intimacies,,2022-03-04
Robin Bauer,Exploring Intimate Difference Through Gender,2014,['R Bauer'], Queer BDSM Intimacies,,2022-03-04
Robin Bauer,Renegotiating Dyke+ Queer BDSM,2014,['R Bauer'], Queer BDSM Intimacies,,2022-03-04
Robin Bauer,Exploring Intimate Power Dynamics,2014,['R Bauer'], Queer BDSM Intimacies,,2022-03-04
Robin Bauer,Exploring and Pushing Boundaries,2014,['R Bauer'], Queer BDSM Intimacies,,2022-03-04
Robin Bauer,Autor_innen dieses Heftes,2018,"['R Bauer', ' E Bennecke', ' G Bertels', ' P Briken…']", Evolutionary …,1.0,2022-03-04
Robin Bauer,Viskoelastische Dämpfungsoptimierung von Flugzeugflügeln,2021,"['M Gröhlich', ' R Bauer', ' M Böswald ']",,,2022-03-04
Robin Bauer,Männer-und Männlichkeitsforschung,,"['R Bauer', ' J Hoenes', ' V Woltersdorff ']",,,2022-03-04
Robin Bauer,Brief an Michel,2016,['R Bauer'], Zeitschrift für Sexualforschung,,2022-03-04
Robin Bauer,"[BOOK][B] Leisure, Plantations, and the Making of a New South: The Sporting Plantations of the South Carolina Lowcountry and Red Hills Region, 1900–1940",2015,"['J Betsworth', ' RB Kilgo', ' MA Lockhart', ' HR Smith… ']",,3.0,2022-03-04
Robin Bauer,Helping Each Other: An Overview of the Florida Connecting to Collections' Developing Emergency Plans Program,2017,"['RB Kilgo', ' S Swiatosz ']",,,2022-03-04
Robin Bauer,Incident Command System for Cultural Institutions: Webinar for Florida Connecting to Collections Training Program—Developing Emergency Management Plans,2012,['RB Kilgo '],,,2022-03-04
Peter Baumeister,Endoplasmic reticulum chaperone protein GRP78 protects cells from apoptosis induced by topoisomerase inhibitors: role of ATP binding site in suppression of caspase-7 activation,2003,"['RK Reddy', ' C Mao', ' P Baumeister', ' RC Austin', ' RJ Kaufman', ' AS Lee']",Journal of Biological Chemistry,798,2022-03-04
Peter Baumeister,ATF6 as a transcription activator of the endoplasmic reticulum stress element: thapsigargin stress-induced changes and synergistic interactions with NF-Y and YY1,2000,"['M Li', ' P Baumeister', ' B Roy', ' T Phan', ' D Foti', ' S Luo', ' AS Lee']",Molecular and cellular biology,367,2022-03-04
Peter Baumeister,Induction of Grp78/BiP by translational block: activation of the Grp78 promoter by ATF4 through an upstream ATF/CRE site independent of the endoplasmic reticulum stress elements,2003,"['S Luo', ' P Baumeister', ' S Yang', ' SF Abcouwer', ' AS Lee']",Journal of Biological Chemistry,295,2022-03-04
Peter Baumeister,Endoplasmic reticulum stress induction of the Grp78/BiP promoter: activating mechanisms mediated by YY1 and its interactive chromatin modifiers,2005,"['P Baumeister', ' S Luo', ' WC Skarnes', ' G Sui', ' E Seto', ' Y Shi', ' AS Lee']",Molecular and cellular biology,226,2022-03-04
Peter Baumeister,Underglycosylation of ATF6 as a novel sensing mechanism for activation of the unfolded protein response,2004,"['M Hong', ' S Luo', ' P Baumeister', ' JM Huang', ' RK Gogia', ' M Li', ' AS Lee']",Journal of Biological Chemistry,203,2022-03-04
Peter Baumeister,Vascular targeting and antiangiogenesis agents induce drug resistance effector GRP78 within the tumor microenvironment,2005,"['D Dong', ' B Ko', ' P Baumeister', ' S Swenson', ' F Costa', ' F Markland', ' C Stiles', ' ...']",Cancer research,177,2022-03-04
Peter Baumeister,Essential role of the unfolded protein response regulator GRP78/BiP in protection from neuronal apoptosis,2010,"['M Wang', ' R Ye', ' E Barron', ' P Baumeister', ' C Mao', ' S Luo', ' Y Fu', ' B Luo', ' ...']",Cell Death & Differentiation,168,2022-03-04
Peter Baumeister,Regulation of PERK signaling and leukemic cell survival by a novel cytosolic isoform of the UPR regulator GRP78/BiP,2009,"['M Ni', ' H Zhou', ' S Wey', ' P Baumeister', ' AS Lee']",PloS one,164,2022-03-04
Peter Baumeister,Endoplasmic reticulum stress,2007,"['G Bánhegyi', ' P Baumeister', ' A Benedetti', ' D Dong', ' Y Fu', ' AS Lee', ' J Li', ' ...']",Annals of the New York Academy of Sciences,147,2022-03-04
Peter Baumeister,Identification of TFII-I as the endoplasmic reticulum stress response element binding factor ERSF: its autoregulation by stress and interaction with ATF6,2001,"['R Parker', ' T Phan', ' P Baumeister', ' B Roy', ' V Cheriyath', ' AL Roy', ' AS Lee']",Molecular and cellular biology,127,2022-03-04
Peter Baumeister,Transcriptional induction of GRP78/BiP by histone deacetylase inhibitors and resistance to histone deacetylase inhibitor–induced apoptosis,2009,"['P Baumeister', ' D Dong', ' Y Fu', ' AS Lee']",Molecular cancer therapeutics,106,2022-03-04
Peter Baumeister,Transcriptional regulation of the Grp78 promoter by endoplasmic reticulum stress: role of TFII-I and its tyrosine phosphorylation,2005,"['M Hong', ' M Lin', ' J Huang', ' P Baumeister', ' S Hakre', ' AL Roy', ' AS Lee']",Journal of Biological Chemistry,87,2022-03-04
Peter Baumeister,Heterogeneous nuclear ribonucleoproteins as regulators of gene expression through interactions with the human thymidine kinase promoter,2000,"['JS Lau', ' P Baumeister', ' E Kim', ' B Roy', ' TY Hsieh', ' M Lai', ' AS Lee']",Journal of cellular biochemistry,86,2022-03-04
Peter Baumeister,The transcriptional regulation of the pro-survival protein Grp78 by activating transcription factors and chromatin-modifying enzymes: Its upregulation in response to HDAC …,2008,['PJ Baumeister'],University of Southern California,,2022-03-04
Peter Baumeister,GENES: STRUCTURE AND REGULATION-Induction of Grp78/BiP by Translational Block. ACTIVATION OF THE Grp78 PROMOTER BY ATF4 THROUGH AN UPSTREAM ATF/CRE SITE INDEPENDENT OF THE …,2003,"['S Luo', ' P Baumeister', ' S Yang', ' SF Abcouwer', ' AS Lee']",Journal of Biological Chemistry,,2022-03-04
Peter Baumeister,MECHANISMS OF SIGNAL TRANSDUCTION-Endoplasmic Reticulum Chaperone Protein GRP78 Protects Cells from Apoptosis Induced by Topoisomerase Inhibitors. ROLE OF ATP BINDING SITE IN …,2003,"['RK Reddy', ' C Mao', ' P Baumeister', ' RC Austin', ' RJ Kaufman', ' AS Lee']",Journal of Biological Chemistry,,2022-03-04
Peter Baumeister,TRANSCRIPTIONAL REGULATION-Identification of TFII-I as the Endoplasmic Reticulum Stress Response Element Binding Factor ERSF: Its Autoregulation by Stress and Interaction with ATF6,2001,"['R Parker', ' T Phan', ' P Baumeister', ' B Roy', ' V Cheriyath', ' AL Roy', ' AS Lee']",Molecular and Cellular Biology,,2022-03-04
Peter Baumeister,TRANSCRIPTIONAL REGULATION-ATF6 as a Transcription Activator of the Endoplasmic Reticulum Stress Element: Thapsigargin Stress-Induced Changes and Synergistic Interactions with …,2000,"['M Li', ' P Baumeister', ' B Roy', ' T Phan', ' D Foti', ' S Luo', ' AS Lee']",Molecular and Cellular Biology,,2022-03-04
Peter Baumeister,HIGHLIGHTED COPY,,"['M Wang', ' R Ye', ' E Barron', ' P Baumeister', ' C Mao']",,,2022-03-04
Frank Beham,[BOOK][B] Corporate Shitstorm Management: Konfrontationen im Social Web professionell managen,2015,['F Beham '],,20.0,2022-03-04
Frank Beham,Corporate Shitstorm Management: Konfrontationen in sozialen Medien,2018,['F Beham'],,3.0,2022-03-04
Frank Beham,Aufbau des Corporate Shitstorm Managements,2015,['F Beham'], Corporate Shitstorm Management,1.0,2022-03-04
Frank Beham,Die Zukunft sicherheitskritischer Mensch-Computer-Interaktion,2021,"['C Reuter', ' K Aal', ' F Beham', ' A Boden', ' F Brauner…']", Sicherheitskritische …,,2022-03-04
Frank Beham,Digitale Geschäftsmodellinnovation in der chemi-schen Industrie-Das Beispiel einer New Market Development Einheit der BASF,2017,"['S Kolb', ' F Beham']", Management der digitalen Transformation …,,2022-03-04
Frank Beham,Schritt 6: Überwachung der Konsequenzen,2015,['F Beham'], Corporate Shitstorm Management,,2022-03-04
Frank Beham,Schritt 2: Durchführung der Situationsanalyse,2015,['F Beham'], Corporate Shitstorm Management,,2022-03-04
Frank Beham,Schritt 3: Wahl der Unternehmensreaktion,2015,['F Beham'], Corporate Shitstorm Management,,2022-03-04
Frank Beham,Schritt 5: Kommunikation der Unternehmensreaktion,2015,['F Beham'], Corporate Shitstorm Management,,2022-03-04
Frank Beham,Schritt 1: Optimierung des Set-up,2015,['F Beham'], Corporate Shitstorm Management,,2022-03-04
Lothar Bergen,A novel approach to depth ordering in monocular image sequences,2000,"['L Bergen', ' F Meyer']", … IEEE Conference on Computer Vision and …,32,2022-03-04
Lothar Bergen,A versatile depalletizer of boxes based on range imagery,2002,"['D Katsoulas', ' L Bergen…']", Proceedings IEEE …,17,2022-03-04
Lothar Bergen,Motion segmentation and depth ordering based on morphological segmentation,1998,"['L Bergen', ' F Meyer']", European Conference on Computer Vision,21,2022-03-04
Lothar Bergen,Efficient 3d vertex detection in range images acquired with a laser sensor,2001,"['D Katsoulas', ' L Bergen']", Joint Pattern Recognition Symposium,11,2022-03-04
Lothar Bergen,Kohonen's Maps for Contour and “Region-Like” Segmentation of Gray Level and Color Images,1995,"['R Natowicz', ' L Bergen', ' B Gas']", Artificial Neural Nets and Genetic …,2,2022-03-04
Lothar Bergen,Analyse de l'ordre de profondeur des objets dans une scène par l'étude du mouvement,1999,['L Bergen '],,2,2022-03-04
Thomas Berger,Efficacy of self-guided internet-based cognitive behavioral therapy in the treatment of depressive symptoms: a meta-analysis of individual participant data,2017,"['E Karyotaki', ' H Riper', ' J Twisk', ' A Hoogendoorn', ' A Kleiboer', ' A Mira', ' ...']",JAMA psychiatry,459,2022-03-04
Thomas Berger,Effectiveness of a novel integrative online treatment for depression (Deprexis): randomized controlled trial.,2009,"['W Meyer', ' Berger', ' Caspar', ' Beevers', ' Andersson']",Journal of Medical Internet Research,429,2022-03-04
Thomas Berger,Internet-based treatment of depression: a randomized controlled trial comparing guided with unguided self-help,2011,"['T Berger', ' K Hämmerli', ' N Gubser', ' G Andersson', ' F Caspar']",Cognitive behaviour therapy,402,2022-03-04
Thomas Berger,Internet-based treatment of social phobia: a randomized controlled trial comparing unguided with two types of guided self-help,2011,"['T Berger', ' F Caspar', ' R Richardson', ' B Kneubühler', ' D Sutter', ' G Andersson']",Behaviour research and therapy,290,2022-03-04
Thomas Berger,What makes internet therapy work?,2009,"['G Andersson', ' P Carlbring', ' T Berger', ' J Almlöv', ' P Cuijpers']",Cognitive behaviour therapy,284,2022-03-04
Thomas Berger,Predictors of treatment dropout in self-guided web-based interventions for depression: an ‘individual patient data’meta-analysis,2015,"['E Karyotaki', ' A Kleiboer', ' F Smit', ' DT Turner', ' AM Pastor', ' G Andersson', ' ...']",Psychological medicine,249,2022-03-04
Thomas Berger,The therapeutic alliance in internet interventions: A narrative review and suggestions for future research,2017,['T Berger'],Psychotherapy research,246,2022-03-04
Thomas Berger,Internet‐based treatment for social phobia: a randomized controlled trial,2009,"['T Berger', ' E Hohl', ' F Caspar']",Journal of clinical psychology,238,2022-03-04
Thomas Berger,Do guided internet-based interventions result in clinically relevant changes for patients with depression? An individual participant data meta-analysis,2018,"['E Karyotaki', ' DD Ebert', ' L Donkin', ' H Riper', ' J Twisk', ' S Burger', ' A Rozental', ' ...']",Clinical psychology review,179,2022-03-04
Thomas Berger,Advancing psychotherapy and evidence‐based psychological interventions,2014,"['PMG Emmelkamp', ' D David', ' T Beckers', ' P Muris', ' P Cuijpers', ' W Lutz', ' ...']",International journal of methods in psychiatric research,173,2022-03-04
Thomas Berger,Internet-based attention training for social anxiety: A randomized controlled trial,2012,"['J Boettcher', ' T Berger', ' B Renneberg']",Cognitive Therapy and Research,159,2022-03-04
Thomas Berger,Effects of an Internet intervention (Deprexis) on severe depression symptoms: randomized controlled trial,2015,"['B Meyer', ' J Bierbrodt', ' J Schröder', ' T Berger', ' CG Beevers', ' M Weiss', ' ...']",Internet Interventions,148,2022-03-04
Thomas Berger,Internet-based guided self-help for several anxiety disorders: a randomized controlled trial comparing a tailored with a standardized disorder-specific approach.,2014,"['T Berger', ' J Boettcher', ' F Caspar']",Psychotherapy,142,2022-03-04
